reg;ind;total_emp;nr_firms;rca;rca01;
5;474;141;23;0.292;0;
5;475;215;46;0.098;0;
5;476;124.833;29;0.193;0;
5;477;4768;320;0.75;0;
5;478;89;16;0.155;0;
5;479;258;42;0.28;0;
5;493;107;16;0.033;0;
5;494;462;45;0.087;0;
5;502;NA;NA;…;1;
5;503;NA;NA;…;0;
5;504;...;NA;…;0;
5;511;63;5;0.881;0;
5;521;241;12;0.447;0;
5;522;809;52;0.193;0;
5;532;53;9;0.167;0;
5;551;5282;50;3.009;1;
5;552;85;8;0.602;0;
5;553;NA;NA;…;0;
5;559;66;14;0.23;0;
5;561;5196;418;0.808;0;
5;562;369;19;0.342;0;
5;563;453;65;0.263;0;
5;581;598;85;0.715;0;
5;582;184;21;0.453;0;
5;591;342;41;0.958;0;
5;592;...;NA;…;0;
5;601;NA;NA;…;0;
5;602;NA;4;…;1;
5;611;288;10;0.448;0;
5;612;...;NA;…;0;
5;619;...;NA;…;0;
5;620;1695;178;0.468;0;
5;631;359;53;0.524;0;
5;639;265;26;2.309;1;
5;641;20196;25;7.122;1;
5;642;345;36;1.897;1;
5;643;NA;NA;…;1;
5;649;724;36;1.271;1;
5;651;150;8;0.23;0;
5;652;NA;NA;…;1;
5;653;93;4;5.36;1;
5;661;1700;58;4.259;1;
5;662;242;26;0.575;0;
5;663;298;21;5.593;1;
5;681;1336;235;0.835;0;
5;682;1464.815;179;0.707;0;
5;683;797;105;0.735;0;
5;691;2059;405;2.485;1;
5;692;1284;113;0.261;0;
5;701;471;43;1.406;1;
5;702;2399;319;1.032;1;
5;711;851;106;0.35;0;
5;712;NA;8;…;0;
5;721;1504;32;14.jan;1;
5;722;1094;31;4.681;1;
5;731;438;73;0.496;0;
5;732;485;24;2.303;1;
5;741;63;14;0.914;0;
5;742;59;9;0.344;0;
5;743;69;10;0.708;0;
5;749;230;37;0.271;0;
5;750;...;NA;…;0;
5;771;154;12;0.759;0;
5;772;48;9;0.357;0;
5;773;100;12;0.264;0;
5;774;46;6;2.31;1;
5;781;663;25;0.875;0;
5;782;563;12;0.144;0;
5;783;...;NA;…;0;
5;791;1318;103;2.922;1;
5;799;62;5;1.536;1;
5;801;658;39;0.33;0;
5;802;110;15;0.118;0;
5;803;105;5;1.534;1;
5;811;NA;15;…;0;
5;812;364;38;0.124;0;
5;813;24;5;0.05;0;
5;821;322;22;0.635;0;
5;822;280;9;2.076;1;
5;823;161;34;0.697;0;
5;829;1403;103;0.552;0;
5;841;180858;100;6.267;1;
5;842;10262;17;1.748;1;
5;851;143;8;0.039;0;
5;852;390;8;0.037;0;
5;853;812;25;0.131;0;
5;854;5439;13;1.162;1;
5;855;549;66;0.599;0;
5;856;51;6;0.212;0;
5;861;...;NA;…;0;
5;862;1461;128;0.489;0;
5;869;NA;30;…;1;
5;873;NA;NA;…;0;
5;881;NA;NA;…;0;
5;889;91;6;0.055;0;
5;900;1136;76;1.136;1;
5;910;521;7;0.422;0;
5;920;366;10;1.212;1;
5;931;181;37;0.162;0;
5;932;401;19;0.559;0;
5;941;189;25;31.jan;1;
5;942;52;6;0.636;0;
5;949;839;76;0.419;0;
5;951;23;4;0.106;0;
5;952;73;17;0.181;0;
5;960;976;117;0.461;0;
5;970;NA;NA;…;0;
5;990;50;7;5.604;1;
6;11;42;10;0.032;0;
6;12;...;NA;…;0;
6;13;...;NA;…;0;
6;14;81;9;0.074;0;
6;15;NA;NA;…;0;
6;16;15;6;0.043;0;
6;17;NA;NA;…;0;
6;21;...;NA;…;0;
6;22;...;NA;…;0;
6;24;...;NA;…;0;
6;32;NA;NA;…;0;
6;81;...;NA;…;0;
6;89;NA;NA;…;0;
6;91;NA;NA;…;0;
6;101;175;6;0.187;0;
6;102;NA;NA;…;1;
6;103;NA;NA;…;0;
6;106;NA;NA;…;0;
6;107;163;30;0.159;0;
6;108;52;5;0.135;0;
6;109;...;NA;…;0;
6;110;26;7;0.066;0;
6;120;NA;NA;…;0;
6;132;NA;NA;…;0;
6;139;95;11;0.17;0;
6;141;351;49;0.338;0;
6;142;...;NA;…;1;
6;143;...;NA;…;0;
6;151;25;6;0.162;0;
6;152;NA;5;…;0;
6;161;35;6;0.178;0;
6;162;182;18;0.335;0;
6;172;51;6;0.108;0;
6;181;385;57;0.726;0;
6;182;NA;NA;…;0;
6;201;...;NA;…;0;
6;203;NA;NA;…;0;
6;205;...;NA;…;0;
6;212;NA;NA;…;0;
6;221;NA;NA;…;0;
6;222;303;21;0.269;0;
6;231;39;7;0.217;0;
6;233;NA;NA;…;0;
6;236;...;NA;…;0;
6;237;NA;NA;…;1;
6;239;NA;NA;…;0;
6;241;...;NA;…;0;
6;245;...;NA;…;0;
6;251;573;36;0.587;0;
6;253;NA;NA;…;0;
6;255;NA;NA;…;0;
6;256;731;38;0.764;0;
6;257;78;10;0.385;0;
6;259;35;4;0.113;0;
6;261;80;4;0.139;0;
6;262;NA;NA;…;0;
6;263;NA;NA;…;0;
6;265;57;6;0.458;0;
6;266;...;NA;…;0;
6;267;51;5;2.131;1;
6;271;NA;4;…;0;
6;279;NA;NA;…;0;
6;282;163;10;0.254;0;
6;283;NA;NA;…;0;
6;284;...;NA;…;0;
6;289;52;6;0.16;0;
6;291;NA;NA;…;0;
6;293;NA;NA;…;0;
6;301;NA;NA;…;0;
6;309;NA;NA;…;0;
6;310;92;17;0.145;0;
6;321;18;5;0.581;0;
6;322;...;NA;…;1;
6;323;...;NA;…;0;
6;324;NA;NA;…;0;
6;325;159.549;12;0.466;0;
6;329;70;5;0.32;0;
6;331;88;10;0.193;0;
6;332;23;4;0.172;0;
6;351;61;10;0.168;0;
6;352;NA;NA;…;0;
6;353;NA;NA;…;0;
6;370;NA;NA;…;0;
6;381;42;5;0.12;0;
6;382;NA;NA;…;0;
6;383;37;7;0.428;0;
6;411;277;53;1.231;1;
6;412;1787;229;0.675;0;
6;421;291;33;0.426;0;
6;422;267;35;0.378;0;
6;429;127;13;0.772;0;
6;431;236;33;0.626;0;
6;432;623;121;0.365;0;
6;433;533;87;0.646;0;
6;439;541.278;66;0.594;0;
6;451;504;106;0.471;0;
6;452;317;43;0.399;0;
6;453;70;17;0.16;0;
6;454;...;NA;…;0;
6;461;588;138;0.904;0;
6;462;49;15;0.169;0;
6;463;768;94;0.595;0;
6;464;1565;196;1.218;1;
6;465;236;32;1.225;1;
6;466;203;36;0.556;0;
6;467;246;55;0.234;0;
6;469;978;128;0.905;0;
6;471;793.678;125;0.192;0;
6;472;491;78;0.471;0;
6;473;822;21;3.36;1;
6;474;260;44;1.232;1;
6;475;541;78;0.562;0;
6;476;718;27;2.536;1;
6;477;2621;353;0.943;0;
6;478;70;22;0.279;0;
6;479;372;70;0.924;0;
6;492;...;NA;…;0;
6;493;96;23;0.068;0;
6;494;553;72;0.237;0;
6;503;NA;NA;…;0;
6;511;...;NA;…;1;
6;521;122;12;0.518;0;
6;522;NA;37;…;0;
6;531;NA;NA;…;0;
6;532;74;14;0.532;0;
6;551;1136;45;1.481;1;
6;552;78;14;1.265;1;
6;559;160;11;1.278;1;
6;561;3858;393;1.373;1;
6;562;200.376;26;0.425;0;
6;563;491.571;71;0.653;0;
6;581;697;65;1.906;1;
6;582;236;31;1.33;1;
6;591;309;41;1.98;1;
6;592;45;7;3.249;1;
6;601;NA;NA;…;1;
6;602;NA;NA;…;0;
6;611;31;8;0.11;0;
6;612;...;NA;…;0;
6;619;...;NA;…;0;
6;620;3047;162;1.924;1;
6;631;205;39;0.685;0;
6;639;51;14;1.017;1;
6;641;2061;10;1.663;1;
6;642;272;12;3.423;1;
6;649;1155;35;4.64;1;
6;651;4998;6;17.509;1;
6;653;...;NA;…;1;
6;661;259;37;1.485;1;
6;662;204;36;1.109;1;
6;663;44;5;1.89;1;
6;681;1154.047;181;1.65;1;
6;682;1292;146;1.427;1;
6;683;385;102;0.813;0;
6;691;752.25;164;2.078;1;
6;692;NA;134;…;1;
6;701;143;26;0.977;0;
6;702;2783;220;2.739;1;
6;711;768;114;0.722;0;
6;712;101;11;0.453;0;
6;721;111;23;0.192;0;
6;722;243;14;2.379;1;
6;731;941;113;2.438;1;
6;732;388;27;4.215;1;
6;741;47.569;11;1.579;1;
6;742;NA;6;…;1;
6;743;251;18;5.891;1;
6;749;204;35;0.55;0;
6;750;NA;NA;…;0;
6;771;39;7;0.44;0;
6;772;71;14;1.207;1;
6;773;43;11;0.259;0;
6;774;...;NA;…;1;
6;781;577;26;1.742;1;
6;782;1677;32;0.981;0;
6;783;836;11;2.878;1;
6;791;763;79;3.87;1;
6;799;76;13;4.308;1;
6;801;847;57;0.972;0;
6;802;335;25;0.82;0;
6;803;...;NA;…;0;
6;811;683;17;1.644;1;
6;812;1597;83;1.242;1;
6;813;30;4;0.144;0;
6;821;230;28;1.038;1;
6;822;46;5;0.781;0;
6;823;282;27;2.794;1;
6;829;852;114;0.767;0;
6;841;1519;11;0.12;0;
6;842;...;NA;…;0;
6;851;150;7;0.094;0;
6;852;1353;23;0.29;0;
6;853;1587;24;0.587;0;
6;854;773;8;0.378;0;
6;855;409;73;1.021;1;
6;856;70;6;0.666;0;
6;861;NA;NA;…;0;
6;862;1580;87;1.209;1;
6;869;276;20;0.411;0;
6;873;...;NA;…;0;
6;879;653;4;1.756;1;
6;881;NA;NA;…;0;
6;889;534;15;0.735;0;
6;900;2681;76;6.132;1;
6;910;193;11;0.358;0;
6;920;17;4;0.129;0;
6;931;203;30;0.415;0;
6;932;166;19;0.529;0;
6;941;136;15;2.158;1;
6;942;165;18;4.617;1;
6;949;913;56;1.043;1;
6;951;82;16;0.862;0;
6;952;89;19;0.506;0;
6;960;608;147;0.657;0;
6;990;...;NA;…;1;
7;11;...;NA;…;0;
7;12;NA;NA;…;0;
7;14;56;6;0.089;0;
7;15;NA;NA;…;0;
7;16;192;8;0.974;0;
7;21;...;NA;…;0;
7;22;NA;NA;…;0;
7;24;NA;NA;…;0;
7;31;NA;NA;…;0;
7;89;NA;NA;…;1;
7;101;NA;NA;…;0;
7;103;32;6;0.177;0;
7;104;NA;NA;…;0;
7;105;NA;NA;…;0;
7;107;339;37;0.58;0;
7;108;142;9;0.648;0;
7;110;NA;4;…;1;
7;133;NA;NA;…;0;
7;139;199;22;0.623;0;
7;141;602;47;1.018;1;
7;142;NA;NA;…;0;
7;143;...;NA;…;0;
7;151;46;8;0.523;0;
7;152;71;7;0.405;0;
7;161;10;4;0.089;0;
7;162;84;14;0.271;0;
7;172;25;4;0.093;0;
7;181;2969;43;9.823;1;
7;182;...;NA;…;1;
7;201;NA;NA;…;0;
7;203;NA;NA;…;0;
7;204;...;NA;…;0;
7;205;...;NA;…;0;
7;221;NA;NA;…;0;
7;222;101;10;0.157;0;
7;231;...;NA;…;0;
7;234;29;4;0.33;0;
7;236;...;NA;…;0;
7;237;NA;NA;…;0;
7;241;NA;NA;…;0;
7;244;NA;NA;…;0;
7;251;285;17;0.512;0;
7;253;NA;NA;…;0;
7;255;NA;NA;…;0;
7;256;58;12;0.106;0;
7;257;23;5;0.199;0;
7;259;137;5;0.776;0;
7;261;...;NA;…;0;
7;262;NA;NA;…;0;
7;263;...;NA;…;0;
7;265;42;6;0.592;0;
7;266;31;5;0.998;0;
7;267;...;NA;…;0;
7;271;126;9;0.534;0;
7;273;NA;NA;…;0;
7;275;NA;NA;…;0;
7;279;NA;NA;…;0;
7;281;NA;NA;…;0;
7;282;205;18;0.559;0;
7;289;95;4;0.514;0;
7;293;...;NA;…;0;
7;301;NA;NA;…;0;
7;302;NA;NA;…;1;
7;309;...;NA;…;0;
7;310;164;24;0.453;0;
7;321;NA;4;…;1;
7;322;...;NA;…;1;
7;323;NA;NA;…;0;
7;324;50;5;0.798;0;
7;325;168;20;0.861;0;
7;329;63;6;0.506;0;
7;331;107;13;0.412;0;
7;332;NA;5;…;1;
7;351;17;5;0.082;0;
7;360;NA;NA;…;0;
7;370;...;NA;…;0;
7;381;72;5;0.361;0;
7;382;NA;NA;…;0;
7;383;...;NA;…;0;
7;390;NA;NA;…;0;
7;411;200;32;1.56;1;
7;412;1414;190;0.936;0;
7;421;178;24;0.457;0;
7;422;260;26;0.645;0;
7;429;77;11;0.822;0;
7;431;284;36;1.322;1;
7;432;889;110;0.914;0;
7;433;255;59;0.542;0;
7;439;336.584;56;0.648;0;
7;451;518;91;0.849;0;
7;452;192;42;0.424;0;
7;453;64;18;0.257;0;
7;454;NA;NA;…;0;
7;461;432;110;1.165;1;
7;462;179;21;1.081;1;
7;463;566;88;0.769;0;
7;464;1246;260;1.701;1;
7;465;137;27;1.247;1;
7;466;111;23;0.533;0;
7;467;271;50;0.452;0;
7;469;891;131;1.446;1;
7;471;845.955;167;0.36;0;
7;472;362;79;0.61;0;
7;473;52;8;0.373;0;
7;474;134;32;1.114;1;
7;475;293.991;71;0.536;0;
7;476;553;32;3.427;1;
7;477;2280;344;1.439;1;
7;478;172;52;1.202;1;
7;479;217;42;0.945;0;
7;493;NA;31;…;1;
7;494;419;61;0.316;0;
7;504;NA;NA;…;1;
7;511;NA;NA;…;1;
7;521;22;5;0.164;0;
7;522;248;35;0.237;0;
7;532;246.022;17;3.104;1;
7;551;1195;35;2.733;1;
7;552;93;11;2.646;1;
7;553;NA;NA;…;0;
7;559;150;23;2.102;1;
7;561;2986.857;411;1.865;1;
7;562;182;21;0.677;0;
7;563;661;87;1.54;1;
7;581;477;49;2.289;1;
7;582;124;15;1.226;1;
7;591;149;31;1.675;1;
7;592;30;5;08.márc;1;
7;601;NA;NA;…;0;
7;602;20;5;0.342;0;
7;611;...;NA;…;0;
7;612;NA;NA;…;0;
7;619;13;5;0.858;0;
7;620;1511;154;1.674;1;
7;631;504;38;2.955;1;
7;639;22;7;0.77;0;
7;641;...;NA;…;0;
7;642;88;10;1.943;1;
7;649;158;29;1.114;1;
7;651;65;5;0.399;0;
7;661;301;28;3.027;1;
7;662;110;25;1.049;1;
7;663;50;6;3.767;1;
7;681;850;143;2.133;1;
7;682;399;82;0.773;0;
7;683;851;91;3.153;1;
7;691;358;81;1.735;1;
7;692;969;122;0.79;0;
7;701;123;13;1.474;1;
7;702;1413;179;2.44;1;
7;711;569;95;0.939;0;
7;712;43;6;0.339;0;
7;721;252;10;0.767;0;
7;722;50;11;0.859;0;
7;731;391;67;1.777;1;
7;732;117;10;23.febr;1;
7;741;39;9;2.271;1;
7;742;79;16;1.849;1;
7;743;173;23;7.123;1;
7;749;163;33;0.771;0;
7;750;NA;NA;…;0;
7;771;33;6;0.653;0;
7;772;31;8;0.924;0;
7;773;49;11;0.518;0;
7;774;...;NA;…;1;
7;781;156;15;0.826;0;
7;782;4952;19;5.081;1;
7;783;...;NA;…;0;
7;791;510;53;4.539;1;
7;799;31;6;3.083;1;
7;801;793;71;1.597;1;
7;802;161;27;0.691;0;
7;803;22;5;29.jan;1;
7;811;304;20;1.284;1;
7;812;1226;98;1.673;1;
7;813;475;13;3.993;1;
7;821;214;15;1.694;1;
7;822;39;5;1.161;1;
7;823;107;16;1.86;1;
7;829;680;102;1.074;1;
7;841;3470;16;0.483;0;
7;842;...;NA;…;0;
7;851;172;8;0.189;0;
7;852;1171;13;0.441;0;
7;853;2116;30;1.372;1;
7;854;1038;12;0.89;0;
7;855;183;44;0.802;0;
7;856;146;9;2.437;1;
7;861;NA;4;…;1;
7;862;604.003;86;0.811;0;
7;869;119;9;0.311;0;
7;873;NA;NA;…;0;
7;881;NA;NA;…;1;
7;889;298;8;0.72;0;
7;900;989;85;3.969;1;
7;910;NA;NA;…;0;
7;920;27;7;0.359;0;
7;931;271;20;0.971;0;
7;932;181;20;1.013;1;
7;941;74;14;06.febr;1;
7;942;...;NA;…;0;
7;949;906;62;1.816;1;
7;951;39;10;0.719;0;
7;952;78;20;0.779;0;
7;960;333;103;0.632;0;
7;990;NA;NA;…;1;
8;11;34;9;0.021;0;
8;12;NA;NA;…;0;
8;14;24;7;0.017;0;
8;15;NA;NA;…;0;
8;16;98;9;0.224;0;
8;21;NA;NA;…;0;
8;22;...;NA;…;0;
8;24;NA;NA;…;0;
8;51;NA;NA;…;1;
8;101;190;8;0.16;0;
8;103;37;4;0.092;0;
8;105;NA;NA;…;0;
8;107;539;75;0.415;0;
8;108;54;7;0.111;0;
8;110;14;4;0.028;0;
8;133;...;NA;…;0;
8;139;154;20;0.217;0;
8;141;568;51;0.432;0;
8;142;NA;NA;…;1;
8;151;NA;NA;…;0;
8;152;83;5;0.213;0;
8;161;76;12;0.305;0;
8;162;181;34;0.263;0;
8;172;63;6;0.105;0;
8;181;336;42;0.5;0;
8;182;NA;NA;…;0;
8;191;NA;NA;…;1;
8;201;...;NA;…;0;
8;204;...;NA;…;0;
8;205;...;NA;…;0;
8;212;NA;NA;…;0;
8;221;NA;4;…;1;
8;222;128;18;0.09;0;
8;231;NA;8;…;0;
8;232;NA;NA;…;0;
8;234;28;5;0.143;0;
8;236;93;5;0.316;0;
8;237;NA;NA;…;0;
8;239;NA;NA;…;0;
8;244;NA;4;…;0;
8;245;...;NA;…;0;
8;251;831;26;0.671;0;
8;252;...;NA;…;0;
8;254;NA;NA;…;0;
8;255;NA;7;…;1;
8;256;456;31;0.376;0;
8;257;216;6;0.842;0;
8;259;174;14;0.443;0;
8;261;46;4;0.063;0;
8;262;...;NA;…;0;
8;263;47;7;0.115;0;
8;264;...;NA;…;0;
8;265;...;NA;…;0;
8;266;34;4;0.492;0;
8;267;12;4;0.396;0;
8;271;NA;NA;…;0;
8;274;...;NA;…;0;
8;279;51;4;0.257;0;
8;281;288;5;0.189;0;
8;282;256;22;0.314;0;
8;283;NA;NA;…;0;
8;284;NA;NA;…;0;
8;289;54;4;0.131;0;
8;291;NA;NA;…;0;
8;292;24;4;0.176;0;
8;293;...;NA;…;0;
8;302;...;NA;…;0;
8;309;NA;NA;…;0;
8;310;160;28;0.199;0;
8;321;63;13;1.605;1;
8;322;15;6;2.359;1;
8;323;NA;NA;…;0;
8;324;NA;NA;…;0;
8;325;101;20;0.233;0;
8;329;28;5;0.101;0;
8;331;NA;13;…;1;
8;332;69;7;0.406;0;
8;351;79;4;0.172;0;
8;352;1902;4;9.752;1;
8;370;1275;4;7.054;1;
8;381;NA;6;…;1;
8;382;NA;NA;…;0;
8;383;41;9;0.374;0;
8;390;47;4;1.042;1;
8;411;163;36;0.572;0;
8;412;2528.514;272;0.753;0;
8;421;314;33;0.363;0;
8;422;456;43;0.509;0;
8;429;63;10;0.302;0;
8;431;247;41;0.517;0;
8;432;1127;181;0.521;0;
8;433;589;103;0.563;0;
8;439;482;79;0.417;0;
8;451;832;140;0.613;0;
8;452;420;66;0.418;0;
8;453;961;27;1.735;1;
8;454;10;5;0.247;0;
8;461;1040;181;1.261;1;
8;462;127;25;0.345;0;
8;463;682;100;0.417;0;
8;464;3345.854;706;2.055;1;
8;465;147;29;0.602;0;
8;466;74;22;0.16;0;
8;467;753;98;0.565;0;
8;469;1307;198;0.954;0;
8;471;1249;256;0.239;0;
8;472;665;132;0.504;0;
8;473;87;9;0.281;0;
8;474;231;40;0.864;0;
8;475;546;113;0.448;0;
8;476;635;32;1.77;1;
8;477;3638.183;674;1.033;1;
8;478;423;113;1.329;1;
8;479;332;59;0.651;0;
8;491;NA;NA;…;1;
8;492;NA;NA;…;0;
8;493;NA;51;…;0;
8;494;813;88;0.276;0;
8;511;45;4;1.136;1;
8;512;NA;NA;…;0;
8;521;85;10;0.285;0;
8;522;NA;47;…;1;
8;531;...;NA;…;0;
8;532;110;10;0.624;0;
8;551;833;23;0.857;0;
8;552;23;7;0.294;0;
8;553;NA;NA;…;0;
8;559;101;10;0.637;0;
8;561;2278.067;384;0.64;0;
8;562;226;38;0.378;0;
8;563;415;89;0.435;0;
8;581;1657;81;3.577;1;
8;582;237;14;1.054;1;
8;591;214;34;1.082;1;
8;592;...;NA;…;0;
8;601;...;NA;…;1;
8;602;NA;5;…;1;
8;611;227;10;0.637;0;
8;612;15;4;0.049;0;
8;619;11;5;0.327;0;
8;620;6669;139;3.324;1;
8;631;208;39;0.549;0;
8;639;46;9;0.724;0;
8;641;...;NA;…;0;
8;642;46;8;0.457;0;
8;649;NA;9;…;1;
8;651;1778;11;4.916;1;
8;653;75;4;7.807;1;
8;661;226;29;1.023;1;
8;662;229;34;0.983;0;
8;663;66;4;2.237;1;
8;681;755;145;0.852;0;
8;682;829;135;0.723;0;
8;683;1116;84;1.86;1;
8;691;218;58;0.475;0;
8;692;2297;108;0.842;0;
8;701;145;8;0.782;0;
8;702;1249;174;0.97;0;
8;711;873;119;0.648;0;
8;712;147;19;0.521;0;
8;721;NA;26;…;1;
8;722;75;7;0.58;0;
8;731;393;75;0.804;0;
8;732;47;14;0.403;0;
8;741;24;10;0.629;0;
8;742;26;12;0.274;0;
8;743;26;10;0.482;0;
8;749;213;32;0.453;0;
8;750;...;NA;…;0;
8;771;67;12;0.597;0;
8;772;72;10;0.966;0;
8;773;52;9;0.248;0;
8;774;...;NA;…;0;
8;781;59;4;0.141;0;
8;782;1445;19;0.667;0;
8;783;215;4;0.584;0;
8;791;209;25;0.837;0;
8;799;...;NA;…;0;
8;801;1124;80;1.018;1;
8;802;955;43;1.844;1;
8;803;NA;NA;…;1;
8;811;3604;21;6.847;1;
8;812;1620.646;135;0.995;0;
8;813;119;15;0.45;0;
8;821;583;21;2.077;1;
8;822;NA;NA;…;0;
8;823;103;18;0.805;0;
8;829;928;101;0.659;0;
8;841;5728;30;0.359;0;
8;842;2428;4;0.747;0;
8;843;...;NA;…;1;
8;851;581;16;0.287;0;
8;852;806;15;0.137;0;
8;853;1087;24;0.317;0;
8;854;16504;20;6.367;1;
8;855;315;62;0.621;0;
8;856;433;10;3.251;1;
8;861;2532;7;0.733;0;
8;862;913;112;0.551;0;
8;869;168;16;0.197;0;
8;873;483;7;0.299;0;
8;879;NA;NA;…;0;
8;881;133;4;0.217;0;
8;889;834;13;0.906;0;
8;900;627;57;1.132;1;
8;910;1308;7;1.915;1;
8;920;NA;13;…;1;
8;931;286;39;0.461;0;
8;932;203;25;0.511;0;
8;941;58;11;0.726;0;
8;942;94;7;2.076;1;
8;949;1148;70;1.035;1;
8;951;104;11;0.863;0;
8;952;139;29;0.624;0;
8;960;534;108;0.456;0;
8;990;17;4;3.441;1;
9;11;38;4;0.031;0;
9;12;NA;NA;…;0;
9;13;NA;NA;…;0;
9;14;71;7;0.07;0;
9;16;132;6;0.412;0;
9;17;NA;NA;…;0;
9;24;NA;NA;…;0;
9;81;...;NA;…;0;
9;101;178;9;0.205;0;
9;103;...;NA;…;0;
9;104;...;NA;…;0;
9;106;NA;NA;…;0;
9;107;100;12;0.105;0;
9;108;886;10;2.489;1;
9;109;NA;NA;…;1;
9;110;434;9;1.198;1;
9;131;...;NA;…;0;
9;132;NA;NA;…;0;
9;133;...;NA;…;0;
9;139;23;4;0.044;0;
9;141;336;24;0.35;0;
9;143;NA;NA;…;0;
9;152;NA;NA;…;0;
9;161;31;4;0.17;0;
9;162;184;15;0.365;0;
9;171;NA;NA;…;0;
9;172;...;NA;…;0;
9;181;536;50;1.091;1;
9;201;NA;4;…;0;
9;203;NA;NA;…;0;
9;204;...;NA;…;0;
9;205;NA;NA;…;0;
9;206;NA;NA;…;1;
9;211;...;NA;…;1;
9;212;NA;NA;…;0;
9;221;...;NA;…;0;
9;222;441;17;0.423;0;
9;231;61;5;0.367;0;
9;232;NA;NA;…;0;
9;234;...;NA;…;0;
9;236;221;7;1.027;1;
9;237;...;NA;…;0;
9;241;NA;NA;…;0;
9;251;534;36;0.59;0;
9;252;23;4;0.191;0;
9;255;NA;NA;…;0;
9;256;402;26;0.454;0;
9;257;35;4;0.187;0;
9;259;NA;7;…;1;
9;261;...;NA;…;0;
9;262;17;5;0.072;0;
9;263;...;NA;…;0;
9;264;NA;NA;…;0;
9;265;147;8;1.276;1;
9;266;NA;7;…;1;
9;267;NA;4;…;1;
9;271;814;8;2.124;1;
9;274;...;NA;…;0;
9;275;...;NA;…;0;
9;279;...;NA;…;0;
9;281;NA;NA;…;0;
9;282;98;11;0.165;0;
9;289;80;11;0.266;0;
9;291;NA;NA;…;0;
9;293;...;NA;…;0;
9;303;NA;NA;…;0;
9;309;...;NA;…;0;
9;310;257;26;0.437;0;
9;321;99;9;3.451;1;
9;323;NA;NA;…;0;
9;324;NA;NA;…;0;
9;325;371;20;1.171;1;
9;329;11;4;0.054;0;
9;331;173;16;0.41;0;
9;332;52;8;0.419;0;
9;351;NA;NA;…;0;
9;353;...;NA;…;0;
9;360;NA;NA;…;0;
9;370;NA;NA;…;0;
9;381;...;NA;…;0;
9;382;NA;6;…;1;
9;383;138;5;1.723;1;
9;390;...;NA;…;0;
9;411;179;26;0.859;0;
9;412;1458;164;0.594;0;
9;421;319;22;0.504;0;
9;422;551;43;0.842;0;
9;429;58;8;0.381;0;
9;431;210;32;0.602;0;
9;432;1005;131;0.636;0;
9;433;455;57;0.595;0;
9;439;924;69;1.095;1;
9;451;637;79;0.643;0;
9;452;341;45;0.464;0;
9;453;255;35;0.63;0;
9;454;29;6;0.982;0;
9;461;873;101;1.449;1;
9;462;67;11;0.249;0;
9;463;1424;108;1.191;1;
9;464;1818;217;1.527;1;
9;465;199;33;1.115;1;
9;466;411;36;1.216;1;
9;467;694;88;0.713;0;
9;469;1982;124;1.98;1;
9;471;5943;163;1.556;1;
9;472;565;114;0.586;0;
9;473;59;9;0.26;0;
9;474;339;27;1.734;1;
9;475;1275;69;1.43;1;
9;476;679;35;2.59;1;
9;477;1785;233;0.693;0;
9;478;95;37;0.408;0;
9;479;628;52;1.684;1;
9;492;...;NA;…;1;
9;493;NA;30;…;1;
9;494;440;62;0.204;0;
9;503;NA;NA;…;0;
9;504;NA;NA;…;0;
9;511;...;NA;…;0;
9;521;401;16;1.837;1;
9;522;499;38;0.294;0;
9;532;194;19;1.506;1;
9;551;483;29;0.68;0;
9;552;9;4;0.158;0;
9;559;60;6;0.517;0;
9;561;3278.053;267;1.259;1;
9;562;521;23;1.193;1;
9;563;250;66;0.358;0;
9;581;164;27;0.484;0;
9;582;119;15;0.724;0;
9;591;169;32;1.169;1;
9;592;NA;NA;…;1;
9;601;NA;NA;…;1;
9;602;20;4;0.21;0;
9;611;1355;11;5.202;1;
9;612;...;NA;…;1;
9;613;NA;NA;…;1;
9;619;NA;NA;…;0;
9;620;10557.443;181;7.198;1;
9;631;418;36;1.508;1;
9;639;149;9;3.208;1;
9;641;NA;NA;…;1;
9;642;42;8;0.571;0;
9;649;162;12;0.703;0;
9;651;1193;4;4.512;1;
9;653;...;NA;…;1;
9;661;129;17;0.798;0;
9;662;126;23;0.74;0;
9;663;...;NA;…;1;
9;681;754;125;1.164;1;
9;682;603;115;0.719;0;
9;683;814;84;1.856;1;
9;691;238;58;0.71;0;
9;692;2522;129;1.265;1;
9;701;159;19;1.173;1;
9;702;1545;194;1.642;1;
9;711;1051;132;1.067;1;
9;712;439;19;2.128;1;
9;721;647;36;1.211;1;
9;722;1077;16;11.387;1;
9;731;439;80;1.228;1;
9;732;214;26;2.51;1;
9;741;23;8;0.824;0;
9;742;46;13;0.663;0;
9;743;65;17;1.647;1;
9;749;186;33;0.541;0;
9;750;NA;4;…;1;
9;771;49;10;0.597;0;
9;772;...;NA;…;0;
9;773;143;15;0.931;0;
9;774;...;NA;…;0;
9;781;287;17;0.935;0;
9;782;1544.246;14;0.975;0;
9;783;55;7;0.204;0;
9;791;251;38;1.375;1;
9;799;19;5;1.163;1;
9;801;1024;30;1.269;1;
9;802;170;25;0.449;0;
9;803;NA;NA;…;0;
9;811;745;16;1.936;1;
9;812;839;78;0.704;0;
9;813;22;8;0.114;0;
9;821;274;18;1.335;1;
9;822;...;NA;…;0;
9;823;80;20;0.856;0;
