reg;ind;total_emp;nr_firms;rca;rca01;
56;782;NA;NA;…;1;
56;801;NA;NA;…;0;
56;802;NA;NA;…;1;
56;811;...;NA;…;0;
56;812;NA;NA;…;0;
56;813;NA;NA;…;0;
56;821;10;4;0.816;0;
56;829;NA;NA;…;0;
56;841;2850;53;4.089;1;
56;842;NA;NA;…;0;
56;851;173;13;1.96;1;
56;852;475;13;1.844;1;
56;853;...;NA;…;0;
56;855;NA;NA;…;0;
56;862;99;23;1.371;1;
56;869;NA;NA;…;0;
56;873;...;NA;…;1;
56;879;NA;NA;…;1;
56;881;80;4;2.995;1;
56;889;...;NA;…;0;
56;931;20;4;0.739;0;
56;932;NA;NA;…;0;
56;941;NA;NA;…;0;
56;942;8;4;05.ápr;1;
56;949;61;10;1.261;1;
56;951;...;NA;…;0;
56;952;NA;NA;…;0;
56;960;11;5;0.215;0;
57;11;195;23;3.203;1;
57;12;36;6;5.264;1;
57;14;13;5;0.253;0;
57;15;NA;NA;…;1;
57;16;27;8;1.673;1;
57;21;...;NA;…;1;
57;22;18;5;1.869;1;
57;24;35;12;5.723;1;
57;81;NA;NA;…;1;
57;101;...;NA;…;1;
57;103;NA;NA;…;0;
57;107;51;4;1.067;1;
57;108;NA;NA;…;0;
57;110;18;6;0.986;0;
57;141;NA;NA;…;0;
57;152;...;NA;…;1;
57;162;36;7;1.419;1;
57;172;...;NA;…;1;
57;201;NA;NA;…;0;
57;211;NA;NA;…;1;
57;221;NA;NA;…;0;
57;222;NA;NA;…;0;
57;251;42;4;0.922;0;
57;252;NA;NA;…;1;
57;309;NA;NA;…;1;
57;310;NA;NA;…;1;
57;329;NA;NA;…;0;
57;381;NA;NA;…;0;
57;411;...;NA;…;0;
57;412;95;25;0.769;0;
57;421;15;6;0.47;0;
57;422;NA;NA;…;0;
57;429;18;4;2.347;1;
57;431;19;5;1.081;1;
57;432;40;9;0.502;0;
57;433;20;8;0.519;0;
57;439;80;15;1.882;1;
57;451;...;NA;…;0;
57;452;...;NA;…;0;
57;453;NA;NA;…;0;
57;454;NA;NA;…;1;
57;461;NA;NA;…;0;
57;462;NA;NA;…;0;
57;463;137;10;2.276;1;
57;464;...;NA;…;0;
57;465;NA;NA;…;0;
57;467;20;7;0.408;0;
57;469;NA;NA;…;0;
57;471;120;29;0.624;0;
57;472;37;15;0.762;0;
57;475;14;4;0.312;0;
57;476;NA;NA;…;0;
57;477;33;12;0.255;0;
57;478;...;NA;…;0;
57;479;...;NA;…;0;
57;493;41;7;0.625;0;
57;494;351;22;3.231;1;
57;521;...;NA;…;1;
57;522;NA;NA;…;0;
57;531;...;NA;…;0;
57;532;NA;NA;…;0;
57;551;117;6;27.márc;1;
57;552;...;NA;…;1;
57;559;NA;NA;…;1;
57;561;70;21;0.534;0;
57;562;...;NA;…;0;
57;563;19;9;0.541;0;
57;619;NA;NA;…;1;
57;620;...;NA;…;0;
57;681;23;4;0.705;0;
57;682;10;4;0.237;0;
57;702;...;NA;…;0;
57;711;...;NA;…;0;
57;722;NA;NA;…;0;
57;731;NA;NA;…;0;
57;732;NA;NA;…;0;
57;749;27;4;1.561;1;
57;750;NA;NA;…;1;
57;773;NA;NA;…;0;
57;781;NA;NA;…;0;
57;783;NA;NA;…;0;
57;801;NA;NA;…;0;
57;812;...;NA;…;1;
57;813;...;NA;…;1;
57;821;...;NA;…;0;
57;829;...;NA;…;1;
57;841;2439;51;4.146;1;
57;851;101;9;1.356;1;
57;852;300;6;1.38;1;
57;853;...;NA;…;0;
57;855;...;NA;…;0;
57;862;26;7;0.427;0;
57;869;12;5;0.383;0;
57;873;168;5;2.825;1;
57;881;...;NA;…;0;
57;889;...;NA;…;1;
57;910;NA;NA;…;0;
57;942;NA;NA;…;1;
57;949;45;8;1.102;1;
57;960;18;7;0.417;0;
58;11;136;8;0.55;0;
58;12;NA;NA;…;0;
58;14;47;9;0.226;0;
58;16;NA;NA;…;1;
58;21;NA;NA;…;0;
58;22;...;NA;…;0;
58;24;16;7;0.644;0;
58;52;NA;NA;…;1;
58;81;NA;NA;…;1;
58;105;NA;NA;…;0;
58;106;NA;NA;…;0;
58;107;311;14;1.602;1;
58;108;...;NA;…;0;
58;110;52;10;0.702;0;
58;139;...;NA;…;0;
58;141;257;12;1.308;1;
58;143;NA;NA;…;0;
58;161;36;4;0.968;0;
58;162;52;9;0.505;0;
58;181;99;6;0.986;0;
58;201;NA;12;…;1;
58;205;NA;NA;…;1;
58;221;NA;NA;…;0;
58;222;349;12;1.637;1;
58;231;NA;NA;…;0;
58;234;NA;NA;…;0;
58;235;NA;NA;…;0;
58;236;NA;NA;…;0;
58;237;NA;NA;…;1;
58;241;NA;NA;…;0;
58;243;NA;NA;…;0;
58;245;...;NA;…;0;
58;251;290;24;1.568;1;
58;252;106;6;4.298;1;
58;256;209;29;1.153;1;
58;259;67;4;1.142;1;
58;274;NA;NA;…;0;
58;281;...;NA;…;0;
58;282;36;4;0.296;0;
58;284;NA;NA;…;1;
58;291;NA;NA;…;0;
58;310;29;6;0.241;0;
58;325;...;NA;…;0;
58;331;21;4;0.243;0;
58;332;NA;NA;…;1;
58;351;NA;NA;…;0;
58;353;NA;NA;…;1;
58;360;NA;NA;…;1;
58;370;NA;NA;…;1;
58;381;NA;NA;…;1;
58;383;...;NA;…;0;
58;411;24;4;0.563;0;
58;412;643;65;1.282;1;
58;421;NA;NA;…;0;
58;422;145;17;1.083;1;
58;429;...;NA;…;0;
58;431;36;10;0.504;0;
58;432;394;68;1.219;1;
58;433;136;44;0.87;0;
58;439;328;24;1.901;1;
58;451;119;20;0.587;0;
58;452;129;26;0.858;0;
58;453;20;8;0.242;0;
58;454;NA;NA;…;0;
58;461;29;7;0.235;0;
58;462;...;NA;…;0;
58;463;83;16;0.34;0;
58;464;48;12;0.197;0;
58;466;82;6;1.186;1;
58;467;269;13;1.351;1;
58;469;65;9;0.317;0;
58;471;565;159;0.723;0;
58;472;183;54;0.928;0;
58;473;...;NA;…;0;
58;474;13;6;0.325;0;
58;475;106;28;0.581;0;
58;476;26;9;0.485;0;
58;477;396;109;0.752;0;
58;478;31;14;0.652;0;
58;479;41;14;0.538;0;
58;493;49;15;0.184;0;
58;494;435;45;0.986;0;
58;521;NA;NA;…;0;
58;522;36;6;0.104;0;
58;532;...;NA;…;0;
58;551;NA;NA;…;0;
58;552;...;NA;…;0;
58;559;12;5;0.506;0;
58;561;350;76;0.658;0;
58;562;43;10;0.481;0;
58;563;223;74;1.564;1;
58;581;NA;NA;…;0;
58;582;8;4;0.238;0;
58;591;NA;NA;…;0;
58;601;NA;NA;…;0;
58;611;36;4;0.676;0;
58;612;NA;NA;…;0;
58;619;NA;NA;…;0;
58;620;37;13;0.123;0;
58;631;15;5;0.265;0;
58;641;...;NA;…;1;
58;649;NA;NA;…;0;
58;661;9;4;0.272;0;
58;662;21;9;0.603;0;
58;681;60;6;0.453;0;
58;682;59;21;0.344;0;
58;683;157;14;1.751;1;
58;691;69;11;1.006;1;
58;692;120;33;0.294;0;
58;701;...;NA;…;0;
58;702;58;23;0.301;0;
58;711;77;21;0.382;0;
58;712;...;NA;…;0;
58;721;NA;NA;…;0;
58;722;NA;NA;…;0;
58;731;19;5;0.26;0;
58;732;16;4;0.918;0;
58;742;...;NA;…;0;
58;743;...;NA;…;0;
58;749;21;10;0.299;0;
58;750;...;NA;…;0;
58;771;NA;NA;…;0;
58;772;...;NA;…;0;
58;773;21;5;0.669;0;
58;781;49;4;0.781;0;
58;782;...;NA;…;0;
58;783;NA;NA;…;0;
58;791;...;NA;…;0;
58;801;10;4;0.061;0;
58;802;19;4;0.246;0;
58;812;117;18;0.48;0;
58;813;NA;NA;…;1;
58;822;NA;NA;…;0;
58;823;NA;NA;…;0;
58;829;83;13;0.395;0;
58;841;3098;58;1.297;1;
58;842;NA;NA;…;0;
58;851;377;16;1.247;1;
58;852;1680;37;1.904;1;
58;853;916;13;1.788;1;
58;855;78;16;1.028;1;
58;856;20;5;1.005;1;
58;861;943;6;1.826;1;
58;862;197;60;0.796;0;
58;869;20;7;0.157;0;
58;872;NA;NA;…;1;
58;873;2136;7;8.847;1;
58;879;NA;NA;…;1;
58;881;...;NA;…;0;
58;889;...;NA;…;0;
58;900;NA;NA;…;0;
58;910;29;4;0.284;0;
58;920;22;4;0.88;0;
58;931;116;7;1.251;1;
58;932;26;7;0.438;0;
58;941;NA;NA;…;0;
58;949;33;7;0.199;0;
58;951;NA;NA;…;0;
58;952;19;8;0.571;0;
58;960;170;59;0.971;0;
59;11;139;31;2.494;1;
59;12;NA;NA;…;1;
59;14;282;14;6.003;1;
59;15;NA;5;…;1;
59;16;...;NA;…;0;
59;24;...;NA;…;1;
59;81;...;NA;…;1;
59;101;NA;NA;…;0;
59;105;NA;NA;…;1;
59;106;NA;NA;…;0;
59;107;106;6;2.422;1;
59;110;...;NA;…;0;
59;132;...;NA;…;1;
59;152;406;9;30.939;1;
59;161;...;NA;…;1;
59;162;NA;NA;…;1;
59;222;...;NA;…;1;
59;235;NA;NA;…;1;
59;236;NA;NA;…;0;
59;237;NA;NA;…;1;
59;251;74;9;1.774;1;
59;256;NA;NA;…;0;
59;282;NA;NA;…;0;
59;283;...;NA;…;1;
59;289;NA;NA;…;0;
59;310;NA;NA;…;0;
59;332;NA;NA;…;0;
59;412;95;21;0.84;0;
59;421;50;10;1.713;1;
59;422;86;5;2.85;1;
59;429;...;NA;…;1;
59;431;40;9;2.486;1;
59;432;82;18;1.125;1;
59;433;50;12;1.419;1;
59;439;NA;NA;…;0;
59;451;14;6;0.306;0;
59;452;49;7;1.445;1;
59;453;NA;NA;…;0;
59;461;NA;NA;…;0;
59;462;NA;NA;…;0;
59;464;NA;NA;…;0;
59;467;NA;NA;…;0;
59;471;143;36;0.812;0;
59;472;52;14;1.169;1;
59;475;28;6;0.681;0;
59;476;...;NA;…;0;
59;477;177;26;1.491;1;
59;478;14;7;1.305;1;
59;479;...;NA;…;0;
59;494;39;13;0.392;0;
59;503;NA;NA;…;1;
59;521;NA;NA;…;0;
59;551;NA;NA;…;0;
59;552;NA;NA;…;0;
59;561;71;25;0.592;0;
59;562;33;5;1.639;1;
59;563;78;34;2.426;1;
59;620;NA;NA;…;0;
59;631;NA;NA;…;0;
59;661;...;NA;…;0;
59;682;NA;NA;…;0;
59;683;NA;NA;…;0;
59;692;10;4;0.109;0;
59;702;...;NA;…;0;
59;711;NA;NA;…;0;
59;712;NA;NA;…;1;
59;721;NA;NA;…;0;
59;749;...;NA;…;0;
59;771;NA;NA;…;0;
59;781;NA;NA;…;1;
59;782;NA;NA;…;0;
59;801;34;4;0.914;0;
59;802;NA;NA;…;1;
59;803;NA;NA;…;1;
59;812;...;NA;…;0;
59;821;NA;NA;…;0;
59;829;28;6;0.59;0;
59;841;2104;23;3.907;1;
59;851;78;8;1.144;1;
59;852;239;8;1.201;1;
59;853;NA;NA;…;0;
59;862;86;15;1.541;1;
59;869;NA;NA;…;0;
59;889;...;NA;…;1;
59;920;NA;NA;…;0;
59;931;NA;NA;…;0;
59;932;NA;NA;…;0;
59;941;NA;NA;…;1;
59;949;...;NA;…;0;
59;960;14;5;0.355;0;
60;11;533;49;3.969;1;
60;12;8;4;0.53;0;
60;14;205;22;1.811;1;
60;15;13;6;0.68;0;
60;16;45;12;1.264;1;
60;22;...;NA;…;0;
60;24;26;11;1.927;1;
60;32;NA;NA;…;0;
60;101;101;5;1.047;1;
60;105;NA;NA;…;0;
60;107;102;5;0.967;0;
60;108;...;NA;…;0;
60;109;NA;NA;…;1;
60;110;13;5;0.323;0;
60;139;8;4;0.139;0;
60;141;56;4;0.525;0;
60;152;NA;NA;…;0;
60;161;42;8;2.079;1;
60;162;47;12;0.84;0;
60;172;NA;NA;…;0;
60;181;...;NA;…;0;
60;192;NA;NA;…;0;
60;201;NA;NA;…;0;
60;204;NA;NA;…;0;
60;222;180;5;1.555;1;
60;236;...;NA;…;0;
60;237;...;NA;…;0;
60;251;423;15;4.209;1;
60;252;NA;NA;…;0;
60;256;915;28;9.293;1;
60;259;...;NA;…;0;
60;262;NA;NA;…;0;
60;263;...;NA;…;0;
60;265;NA;NA;…;0;
60;271;NA;NA;…;0;
60;282;NA;NA;…;0;
60;283;NA;NA;…;1;
60;284;NA;NA;…;0;
60;289;NA;NA;…;1;
60;293;1076;5;4.958;1;
60;301;NA;NA;…;1;
60;310;54;9;0.827;0;
60;323;NA;NA;…;0;
60;325;...;NA;…;0;
60;329;...;NA;…;0;
60;331;63;6;1.344;1;
60;332;...;NA;…;0;
60;360;NA;NA;…;1;
60;370;NA;NA;…;0;
60;381;...;NA;…;0;
60;383;NA;NA;…;0;
60;390;NA;NA;…;1;
60;411;15;5;0.648;0;
60;412;275;54;1.009;1;
60;421;182;23;2.588;1;
60;422;70;5;0.963;0;
60;429;23;4;1.36;1;
60;431;80;20;2.063;1;
60;432;141;33;0.803;0;
60;433;172;37;2.025;1;
60;439;94;16;1.003;1;
60;451;103;20;0.935;0;
60;452;82;24;1.004;1;
60;453;43;9;0.956;0;
60;461;19;5;0.284;0;
60;462;...;NA;…;0;
60;463;53.237;10;0.401;0;
60;464;...;NA;…;0;
60;465;NA;NA;…;0;
60;466;NA;NA;…;0;
60;467;65;9;0.601;0;
60;469;44;6;0.396;0;
60;471;304;81;0.717;0;
60;472;101;28;0.943;0;
60;473;35;5;1.39;1;
60;474;...;NA;…;0;
60;475;178;39;1.797;1;
60;476;41;9;1.408;1;
60;477;315;95;1.102;1;
60;478;24;12;0.929;0;
60;479;33;13;0.797;0;
60;493;43;8;0.297;0;
60;494;328;58;1.369;1;
60;522;30;5;0.159;0;
60;531;NA;NA;…;0;
60;532;...;NA;…;0;
60;551;100;7;1.267;1;
60;552;8;4;1.261;1;
60;553;...;NA;…;1;
60;559;NA;NA;…;1;
60;561;348.013;92;1.204;1;
60;562;NA;NA;…;0;
60;563;211;84;2.724;1;
60;581;...;NA;…;0;
60;591;NA;NA;…;0;
60;602;...;NA;…;0;
60;611;...;NA;…;0;
60;612;NA;NA;…;0;
60;620;12;5;0.074;0;
60;631;...;NA;…;0;
60;641;NA;NA;…;0;
60;649;NA;NA;…;0;
60;661;...;NA;…;0;
60;662;16;7;0.846;0;
60;681;21;5;0.292;0;
60;682;56;14;0.601;0;
60;683;...;NA;…;0;
60;691;25;10;0.671;0;
60;692;41;17;0.185;0;
60;702;20;8;0.191;0;
60;711;31;12;0.283;0;
60;712;...;NA;…;0;
60;731;...;NA;…;0;
60;742;...;NA;…;1;
60;749;21;7;0.55;0;
60;750;11;4;1.768;1;
60;772;...;NA;…;0;
60;773;...;NA;…;0;
60;781;NA;NA;…;0;
60;782;NA;NA;…;0;
60;791;16;4;0.789;0;
60;801;21;6;0.234;0;
60;802;...;NA;…;0;
60;812;15;5;0.113;0;
60;813;NA;NA;…;0;
60;823;NA;NA;…;0;
60;829;31;9;0.271;0;
60;841;1578;48;1.216;1;
60;842;NA;NA;…;0;
60;851;284;19;1.729;1;
60;852;841;20;1.754;1;
60;853;225;6;0.808;0;
60;854;NA;NA;…;0;
60;855;52;6;1.262;1;
60;861;NA;NA;…;0;
60;862;194;45;1.443;1;
60;869;26;4;0.376;0;
60;872;NA;NA;…;1;
60;873;264;11;2.013;1;
60;879;...;NA;…;1;
60;881;...;NA;…;1;
60;889;...;NA;…;0;
60;900;...;NA;…;0;
60;910;...;NA;…;0;
60;920;NA;NA;…;0;
60;931;87;7;1.727;1;
60;932;NA;4;…;1;
60;941;NA;NA;…;0;
60;949;93;12;1.033;1;
60;951;...;NA;…;0;
60;952;25;7;1.382;1;
60;960;277;26;2.912;1;
61;11;550;68;0.392;0;
61;12;...;NA;…;0;
61;13;...;NA;…;0;
61;14;353;33;0.298;0;
61;15;17;5;0.085;0;
61;16;NA;11;…;1;
61;17;NA;NA;…;0;
61;21;NA;NA;…;1;
61;22;20;4;0.09;0;
61;24;45;16;0.319;0;
61;32;...;NA;…;0;
61;52;...;NA;…;1;
61;81;75;7;0.746;0;
61;91;NA;NA;…;0;
61;101;416;13;0.412;0;
61;103;67;7;0.196;0;
61;104;NA;NA;…;1;
61;105;NA;NA;…;0;
61;106;...;NA;…;0;
61;107;682;38;0.619;0;
61;108;95;13;0.23;0;
61;109;NA;NA;…;0;
61;110;1176;37;2.795;1;
61;133;NA;NA;…;0;
61;139;61;10;0.101;0;
61;141;556;56;0.498;0;
61;142;NA;NA;…;1;
61;143;...;NA;…;0;
61;151;...;NA;…;0;
61;152;8;4;0.024;0;
61;161;98;8;0.464;0;
61;162;296;50;0.506;0;
61;171;NA;NA;…;1;
61;172;110;10;0.216;0;
61;181;257;41;0.451;0;
61;192;NA;NA;…;0;
61;201;56;6;0.213;0;
61;203;NA;NA;…;0;
61;204;NA;NA;…;0;
61;205;NA;NA;…;0;
61;211;NA;NA;…;1;
61;212;NA;NA;…;0;
61;221;83;12;0.201;0;
61;222;1087;38;0.898;0;
61;231;98;6;0.508;0;
61;233;NA;NA;…;0;
61;234;...;NA;…;0;
61;235;NA;NA;…;1;
61;236;697;12;2.788;1;
61;237;85;12;1.751;1;
61;239;...;NA;…;0;
61;241;115;5;0.519;0;
61;242;NA;NA;…;0;
61;243;NA;4;…;1;
61;244;...;NA;…;0;
61;245;451;8;04.febr;1;
61;251;1183;88;1.126;1;
61;252;202;12;1.442;1;
61;253;...;NA;…;1;
61;255;...;NA;…;1;
61;256;1433;88;1.392;1;
61;257;NA;9;…;1;
61;259;699;24;2.097;1;
61;261;NA;NA;…;0;
61;263;57;8;0.164;0;
61;264;NA;NA;…;1;
61;265;13;4;0.097;0;
61;266;...;NA;…;0;
61;267;...;NA;…;0;
61;271;32;5;0.072;0;
61;273;NA;NA;…;0;
61;274;NA;NA;…;0;
61;275;NA;NA;…;0;
61;279;66;9;0.393;0;
61;281;165;8;0.128;0;
61;282;3545;52;5.127;1;
61;283;86;4;0.568;0;
61;284;126;5;03.febr;1;
61;289;370;23;06.jan;1;
61;291;NA;NA;…;0;
61;292;46;5;0.398;0;
61;293;5839;6;2.574;1;
61;301;...;NA;…;0;
61;302;NA;NA;…;0;
61;303;NA;NA;…;0;
61;309;NA;NA;…;0;
61;310;273;32;0.4;0;
61;321;38;7;1.141;1;
61;324;...;NA;…;0;
61;325;258;32;0.701;0;
61;329;36;10;0.153;0;
61;331;813;52;1.659;1;
61;332;75;15;0.52;0;
61;351;NA;NA;…;1;
61;352;NA;NA;…;0;
61;353;717;8;3.283;1;
61;360;...;NA;…;1;
61;370;487;16;3.174;1;
61;381;152;7;0.404;0;
61;382;302;6;2.155;1;
61;383;91;9;0.979;0;
61;390;...;NA;…;0;
61;411;75;22;0.31;0;
61;412;2695;340;0.946;0;
61;421;767;55;1.043;1;
61;422;885;79;1.164;1;
61;429;136;21;0.769;0;
61;431;342;51;0.844;0;
61;432;2576;377;1.403;1;
61;433;794;196;0.894;0;
61;439;1243;146;1.268;1;
61;451;955;175;0.83;0;
61;452;883;164;1.034;1;
61;453;218;59;0.464;0;
61;454;8;4;0.233;0;
61;461;532;98;0.76;0;
61;462;200;30;0.64;0;
61;463;1146;114;0.825;0;
61;464;625;90;0.452;0;
61;465;111;15;0.536;0;
61;466;233;34;0.593;0;
61;467;1194;175;1.056;1;
61;469;546;84;0.47;0;
61;471;3534;456;0.797;0;
61;472;1071;267;0.956;0;
61;473;322;33;1.224;1;
61;474;181;43;0.797;0;
61;475;836;166;0.807;0;
61;476;184;40;0.604;0;
61;477;2765;597;0.925;0;
61;478;156;56;0.577;0;
61;479;305;69;0.704;0;
61;493;5996;73;3.961;1;
61;494;3589;210;1.433;1;
61;521;58;5;0.229;0;
61;522;1419;37;0.72;0;
61;531;NA;NA;…;0;
61;532;36;9;0.241;0;
61;551;520;43;0.63;0;
61;552;38;10;0.573;0;
61;553;NA;NA;…;0;
61;559;204;12;1.515;1;
61;561;1833;347;0.606;0;
61;562;388;53;0.765;0;
61;563;771;259;0.952;0;
61;581;210;35;0.534;0;
61;582;52;20;0.272;0;
61;591;54;6;0.322;0;
61;592;...;NA;…;0;
61;601;NA;NA;…;1;
61;602;NA;NA;…;0;
61;611;346;18;1.144;1;
61;612;27;5;0.104;0;
61;619;...;NA;…;0;
61;620;601;86;0.353;0;
61;631;215;29;0.668;0;
61;639;...;NA;…;0;
61;641;NA;4;…;0;
61;642;...;NA;…;0;
61;649;129;20;0.482;0;
61;651;NA;NA;…;0;
61;661;111;37;0.592;0;
61;662;180;65;0.91;0;
61;663;...;NA;…;0;
61;681;328;76;0.436;0;
61;682;727;119;0.746;0;
61;683;356;38;0.699;0;
61;691;352;106;0.904;0;
61;692;1612;221;0.696;0;
61;701;34;6;0.216;0;
61;702;648;128;0.593;0;
61;711;1063;218;0.93;0;
61;712;160;38;0.668;0;
61;721;220;32;0.355;0;
61;722;19;6;0.173;0;
61;731;140;41;0.337;0;
61;732;38;15;0.384;0;
61;741;...;NA;…;0;
61;742;22;9;0.273;0;
61;743;35;10;0.764;0;
61;749;625;75;1.567;1;
61;750;51;9;0.784;0;
61;771;80;15;0.839;0;
61;772;29;12;0.458;0;
61;773;111;26;0.622;0;
61;781;849;14;2.383;1;
61;782;545;14;0.296;0;
61;783;NA;NA;…;0;
61;791;118;22;0.556;0;
61;799;...;NA;…;1;
61;801;553;68;0.59;0;
61;802;401;51;0.912;0;
61;803;...;NA;…;0;
61;811;90;15;0.201;0;
61;812;2088;73;1.51;1;
61;813;82;14;0.365;0;
61;821;83;19;0.348;0;
61;822;124;7;1.956;1;
61;823;50;17;0.461;0;
61;829;877;88;0.734;0;
61;841;14667;128;1.081;1;
61;842;5560;9;2.014;1;
61;843;...;NA;…;1;
61;851;1750;56;1.019;1;
61;852;5113;101;02.jan;1;
61;853;4007;65;1.377;1;
61;854;NA;6;…;0;
61;855;613;91;1.423;1;
61;856;65;6;0.575;0;
61;861;8140;22;2.776;1;
61;862;1342;375;0.955;0;
61;869;472;37;0.653;0;
61;873;1101;12;0.803;0;
61;879;1116;5;2.79;1;
61;881;453;13;0.871;0;
61;889;1476;20;1.889;1;
61;900;828;22;1.761;1;
61;910;493;12;0.85;0;
61;920;93;20;0.655;0;
61;931;478;47;0.908;0;
61;932;228;28;0.676;0;
61;941;33;11;0.487;0;
61;942;44;10;1.145;1;
61;949;1107;83;1.176;1;
61;951;101;26;0.987;0;
61;952;181;45;0.957;0;
61;960;1260;199;1.267;1;
61;970;NA;NA;…;1;
62;11;NA;NA;…;0;
62;14;9;4;0.058;0;
62;15;...;NA;…;0;
62;16;210;27;4.268;1;
62;17;NA;NA;…;0;
62;21;30;7;4.377;1;
62;22;NA;NA;…;0;
62;24;76;11;4.075;1;
62;52;NA;NA;…;1;
62;81;NA;NA;…;1;
62;101;76;6;0.57;0;
62;103;NA;NA;…;0;
62;105;NA;NA;…;0;
62;107;138;10;0.947;0;
62;108;NA;NA;…;0;
62;110;26;4;0.467;0;
62;139;69;4;0.866;0;
62;141;175;13;1.186;1;
62;151;NA;NA;…;0;
62;161;42;5;1.503;1;
62;162;63;7;0.815;0;
62;181;...;NA;…;0;
62;222;24;4;0.15;0;
62;233;NA;NA;…;0;
62;236;27;5;0.817;0;
62;237;...;NA;…;1;
62;241;817;5;27.859;1;
62;242;NA;NA;…;1;
62;243;NA;NA;…;0;
62;244;NA;NA;…;0;
62;245;NA;NA;…;0;
62;251;188;23;1.353;1;
62;256;265;15;1.947;1;
62;257;NA;NA;…;0;
62;259;59;4;1.339;1;
62;261;NA;NA;…;0;
62;265;NA;NA;…;0;
62;271;...;NA;…;1;
62;275;NA;NA;…;0;
62;279;NA;NA;…;0;
62;282;95;10;1.039;1;
62;284;NA;NA;…;1;
62;289;49;4;1.062;1;
62;293;NA;NA;…;1;
62;310;...;NA;…;0;
62;325;NA;NA;…;0;
62;329;NA;NA;…;0;
62;331;54;7;0.833;0;
62;332;81;5;4.247;1;
62;352;NA;NA;…;1;
62;353;...;NA;…;1;
62;360;...;NA;…;0;
62;370;NA;NA;…;0;
62;381;NA;NA;…;0;
62;412;433.083;61;1.149;1;
62;421;...;NA;…;0;
62;422;25;8;0.249;0;
62;429;28;5;1.197;1;
62;431;83;18;1.548;1;
62;432;330;57;1.359;1;
62;433;156;41;1.329;1;
62;439;103;20;0.795;0;
62;451;50;12;0.328;0;
62;452;57;12;0.505;0;
62;453;34;7;0.547;0;
62;454;NA;NA;…;0;
62;461;91;15;0.983;0;
62;462;NA;NA;…;0;
62;463;71;11;0.387;0;
62;464;46;5;0.252;0;
62;465;...;NA;…;0;
62;466;35;4;0.674;0;
62;467;164;28;1.096;1;
62;469;NA;NA;…;0;
62;471;477;133;0.813;0;
62;472;237;53;06.jan;1;
62;473;...;NA;…;0;
62;474;17;7;0.566;0;
62;475;104;26;0.76;0;
62;476;19;6;0.472;0;
62;477;325;76;0.822;0;
62;478;43;19;1.204;1;
62;479;113;25;1.973;1;
62;493;14;5;0.07;0;
62;494;109;28;0.329;0;
62;521;NA;NA;…;0;
62;522;58;5;0.222;0;
62;532;NA;NA;…;0;
62;551;NA;NA;…;0;
62;552;NA;NA;…;0;
62;553;NA;NA;…;1;
62;559;32;5;1.797;1;
62;561;222;78;0.555;0;
62;562;...;NA;…;0;
62;563;216;75;2.017;1;
62;581;...;NA;…;0;
62;582;NA;NA;…;0;
62;591;...;NA;…;0;
62;592;NA;NA;…;1;
62;602;NA;NA;…;0;
62;611;...;NA;…;0;
62;619;NA;NA;…;1;
62;620;32;8;0.142;0;
62;631;47;4;1.104;1;
62;639;NA;NA;…;0;
62;641;NA;NA;…;0;
62;649;NA;NA;…;0;
62;661;11;5;0.443;0;
62;662;17;8;0.65;0;
62;681;60;9;0.603;0;
62;682;110;17;0.854;0;
62;683;99;8;1.47;1;
62;691;29;9;0.563;0;
62;692;71;26;0.232;0;
62;702;14;4;0.097;0;
62;711;45;9;0.298;0;
62;712;NA;NA;…;0;
62;721;...;NA;…;0;
62;731;14;5;0.255;0;
62;732;NA;NA;…;0;
62;741;NA;NA;…;0;
62;742;NA;NA;…;0;
62;749;18;8;0.341;0;
62;750;NA;NA;…;0;
62;771;...;NA;…;0;
62;772;...;NA;…;0;
62;773;NA;NA;…;0;
62;774;NA;NA;…;1;
62;781;NA;5;…;1;
62;782;NA;NA;…;0;
62;801;13;4;0.105;0;
62;802;15;4;0.258;0;
62;811;NA;NA;…;0;
62;812;106;15;0.58;0;
62;813;...;NA;…;0;
62;821;...;NA;…;0;
62;822;NA;NA;…;0;
62;829;56;15;0.354;0;
62;841;4117;41;2.295;1;
62;842;NA;NA;…;0;
62;851;343;19;1.511;1;
62;852;782;20;18.jan;1;
62;853;918;10;2.386;1;
62;855;44;7;0.772;0;
62;861;...;NA;…;1;
62;862;210;49;13.jan;1;
62;869;...;NA;…;0;
62;871;NA;NA;…;1;
62;873;526;5;2.901;1;
62;879;NA;NA;…;0;
62;881;...;NA;…;0;
62;889;106;4;1.026;1;
62;900;NA;NA;…;0;
62;910;NA;NA;…;0;
62;920;...;NA;…;0;
62;931;85;7;22.jan;1;
62;932;40;8;0.897;0;
62;949;47;6;0.378;0;
62;952;14;6;0.56;0;
62;960;119;38;0.905;0;
63;11;87;11;1.67;1;
63;12;NA;NA;…;0;
63;13;NA;NA;…;1;
63;14;44;7;1.002;1;
63;16;12;5;0.869;0;
63;21;...;NA;…;1;
63;22;NA;NA;…;0;
63;24;41;13;7.836;1;
63;52;NA;NA;…;1;
63;107;NA;NA;…;1;
63;108;NA;NA;…;0;
63;110;...;NA;…;0;
63;141;155;5;3.744;1;
63;161;NA;NA;…;0;
63;162;11;5;0.507;0;
63;222;...;NA;…;0;
63;233;NA;NA;…;1;
63;234;NA;NA;…;0;
63;236;NA;NA;…;0;
63;251;92;4;2.36;1;
