"town";"year";"kod";"area";"pop";"type";"nuts3";"nuts4"
"Biharkeresztes";2022;1995;49.26;4781;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharkeresztes";2017;1995;49.26;4345;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharkeresztes";2019;1995;49.26;4431;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharkeresztes";2020;1995;49.26;4604;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharkeresztes";2016;1995;49.26;4358;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharkeresztes";2018;1995;49.26;4386;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharkeresztes";2015;1995;49.26;4384;"város";"Hajdú-Bihar";"Berettyóújfalui"
"Biharnagybajom";2022;2482;61.35;2621;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2017;2482;61.35;2822;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2016;2482;61.35;2800;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2015;2482;61.35;2832;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2020;2482;61.35;2689;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2021;2482;61.35;2655;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2019;2482;61.35;2750;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharnagybajom";2018;2482;61.35;2788;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2018;2988;22.38;950;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2022;2988;22.38;993;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2017;2988;22.38;953;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2019;2988;22.38;966;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2021;2988;22.38;977;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2015;2988;22.38;994;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2020;2988;22.38;986;"község";"Hajdú-Bihar";"Püspökladányi"
"Bihartorda";2016;2988;22.38;972;"község";"Hajdú-Bihar";"Püspökladányi"
"Biharugra";2021;2961;52.84;869;"község";"Békés";"Sarkadi"
"Biharugra";2017;2961;52.84;927;"község";"Békés";"Sarkadi"
"Biharugra";2018;2961;52.84;918;"község";"Békés";"Sarkadi"
"Biharugra";2019;2961;52.84;913;"község";"Békés";"Sarkadi"
"Biharugra";2015;2961;52.84;956;"község";"Békés";"Sarkadi"
"Biharugra";2016;2961;52.84;933;"község";"Békés";"Sarkadi"
"Biharugra";2020;2961;52.84;879;"község";"Békés";"Sarkadi"
"Biharugra";2022;2961;52.84;854;"község";"Békés";"Sarkadi"
"Bikal";2016;489;17.03;722;"község";"Baranya";"Komlói"
"Bikal";2018;489;17.03;715;"község";"Baranya";"Komlói"
"Bikal";2020;489;17.03;705;"község";"Baranya";"Komlói"
"Bikal";2017;489;17.03;734;"község";"Baranya";"Komlói"
"Bikal";2015;489;17.03;726;"község";"Baranya";"Komlói"
"Bikal";2022;489;17.03;680;"község";"Baranya";"Komlói"
"Bikal";2021;489;17.03;711;"község";"Baranya";"Komlói"
"Bikal";2019;489;17.03;718;"község";"Baranya";"Komlói"
"Bikács";2019;1197;34.67;421;"község";"Tolna";"Paksi"
"Bikács";2017;1197;34.67;430;"község";"Tolna";"Paksi"
"Bikács";2015;1197;34.67;457;"község";"Tolna";"Paksi"
"Bikács";2021;1197;34.67;421;"község";"Tolna";"Paksi"
"Bikács";2018;1197;34.67;430;"község";"Tolna";"Paksi"
"Bikács";2020;1197;34.67;410;"község";"Tolna";"Paksi"
"Bikács";2016;1197;34.67;444;"község";"Tolna";"Paksi"
"Bikács";2022;1197;34.67;417;"község";"Tolna";"Paksi"
"Biri";2022;294;22.59;1341;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2018;294;22.59;1365;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2015;294;22.59;1382;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2020;294;22.58;1351;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2017;294;22.59;1381;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2021;294;22.59;1349;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2016;294;22.59;1361;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Biri";2019;294;22.59;1355;"község";"Szabolcs-Szatmár-Bereg";"Nagykállói"
"Birján";2016;513;9.07;528;"község";"Baranya";"Pécsi"
"Birján";2021;513;9.07;558;"község";"Baranya";"Pécsi"
"Birján";2019;513;9.07;530;"község";"Baranya";"Pécsi"
"Birján";2015;513;9.07;530;"község";"Baranya";"Pécsi"
"Birján";2020;513;9.07;543;"község";"Baranya";"Pécsi"
"Birján";2018;513;9.07;529;"község";"Baranya";"Pécsi"
"Birján";2022;513;9.07;566;"község";"Baranya";"Pécsi"
"Birján";2017;513;9.07;526;"község";"Baranya";"Pécsi"
"Bisse";2021;2492;13.8;233;"község";"Baranya";"Siklósi"
"Bisse";2017;2492;13.8;232;"község";"Baranya";"Siklósi"
"Bisse";2020;2492;13.8;231;"község";"Baranya";"Siklósi"
"Bisse";2015;2492;13.8;245;"község";"Baranya";"Siklósi"
"Bisse";2022;2492;13.8;237;"község";"Baranya";"Siklósi"
"Bisse";2016;2492;13.8;242;"község";"Baranya";"Siklósi"
"Bisse";2018;2492;13.8;234;"község";"Baranya";"Siklósi"
"Bisse";2019;2492;13.8;235;"község";"Baranya";"Siklósi"
"Boba";2022;2920;10.95;783;"község";"Vas";"Celldömölki"
"Boba";2020;2920;10.95;815;"község";"Vas";"Celldömölki"
"Boba";2015;2920;10.95;855;"község";"Vas";"Celldömölki"
"Boba";2019;2920;10.95;825;"község";"Vas";"Celldömölki"
"Boba";2016;2920;10.95;844;"község";"Vas";"Celldömölki"
"Boba";2017;2920;10.95;842;"község";"Vas";"Celldömölki"
"Boba";2018;2920;10.95;835;"község";"Vas";"Celldömölki"
"Boba";2021;2920;10.95;790;"község";"Vas";"Celldömölki"
"Bocfölde";2018;1754;8.68;1196;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2016;1754;8.73;1192;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2021;1754;8.68;1192;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2022;1754;8.68;1202;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2020;1754;8.68;1177;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2015;1754;8.73;1179;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2019;1754;8.68;1181;"község";"Zala";"Zalaegerszegi"
"Bocfölde";2017;1754;8.68;1186;"község";"Zala";"Zalaegerszegi"
"Boconád";2017;2235;29.56;1293;"község";"Heves";"Hevesi"
"Boconád";2018;2235;29.56;1294;"község";"Heves";"Hevesi"
"Boconád";2020;2235;29.56;1320;"község";"Heves";"Hevesi"
"Boconád";2019;2235;29.56;1291;"község";"Heves";"Hevesi"
"Boconád";2022;2235;29.56;1275;"község";"Heves";"Hevesi"
"Boconád";2015;2235;29.56;1302;"község";"Heves";"Hevesi"
"Boconád";2016;2235;29.56;1324;"község";"Heves";"Hevesi"
"Boconád";2021;2235;29.56;1294;"község";"Heves";"Hevesi"
"Bocska";2022;3129;7.38;298;"község";"Zala";"Nagykanizsai"
"Bocska";2015;3129;7.38;341;"község";"Zala";"Nagykanizsai"
"Bocska";2017;3129;7.38;330;"község";"Zala";"Nagykanizsai"
"Bocska";2021;3129;7.38;301;"község";"Zala";"Nagykanizsai"
"Bocska";2020;3129;7.38;309;"község";"Zala";"Nagykanizsai"
"Bocska";2016;3129;7.38;337;"község";"Zala";"Nagykanizsai"
"Bocska";2019;3129;7.38;303;"község";"Zala";"Nagykanizsai"
"Bocska";2018;3129;7.38;326;"község";"Zala";"Nagykanizsai"
"Bocskaiker";2019;3410;10.89;3693;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2022;3410;10.89;4139;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2015;3410;10.89;3262;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2018;3410;10.89;3557;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2021;3410;10.89;4029;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2016;3410;10.89;3310;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2017;3410;10.89;3432;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Bocskaiker";2020;3410;10.89;3864;"község";"Hajdú-Bihar";"Hajdúhadházi"
"Boda";2022;2089;15.42;446;"község";"Baranya";"Szentlőrinci"
"Boda";2015;2089;15.42;443;"község";"Baranya";"Szentlőrinci"
"Boda";2016;2089;15.42;448;"község";"Baranya";"Szentlőrinci"
"Boda";2018;2089;15.42;431;"község";"Baranya";"Szentlőrinci"
"Boda";2021;2089;15.42;433;"község";"Baranya";"Szentlőrinci"
"Boda";2020;2089;15.42;431;"község";"Baranya";"Szentlőrinci"
"Boda";2019;2089;15.42;432;"község";"Baranya";"Szentlőrinci"
"Boda";2017;2089;15.42;441;"község";"Baranya";"Szentlőrinci"
"Bodajk";2022;1825;28.98;3933;"város";"Fejér";"Móri"
"Bodajk";2020;1825;28.98;4039;"város";"Fejér";"Móri"
"Bodajk";2016;1825;28.98;4108;"város";"Fejér";"Móri"
"Bodajk";2015;1825;28.98;4116;"város";"Fejér";"Móri"
"Bodajk";2019;1825;28.98;4044;"város";"Fejér";"Móri"
"Bodajk";2018;1825;28.98;4066;"város";"Fejér";"Móri"
"Bodajk";2021;1825;28.98;3990;"város";"Fejér";"Móri"
"Bodajk";2017;1825;28.98;4093;"város";"Fejér";"Móri"
"Bodmér";2020;1162;7.17;252;"község";"Fejér";"Bicskei"
"Bodmér";2018;1162;7.17;249;"község";"Fejér";"Bicskei"
"Bodmér";2021;1162;7.17;258;"község";"Fejér";"Bicskei"
"Bodmér";2016;1162;7.17;233;"község";"Fejér";"Bicskei"
"Bodmér";2017;1162;7.17;243;"község";"Fejér";"Bicskei"
"Bodmér";2022;1162;7.17;261;"község";"Fejér";"Bicskei"
"Bodmér";2015;1162;7.17;240;"község";"Fejér";"Bicskei"
"Bodmér";2019;1162;7.17;235;"község";"Fejér";"Bicskei"
"Bodolyabér";2022;3300;9.09;242;"község";"Baranya";"Komlói"
"Bodolyabér";2017;3300;9.09;233;"község";"Baranya";"Komlói"
"Bodolyabér";2018;3300;9.09;241;"község";"Baranya";"Komlói"
"Bodolyabér";2020;3300;9.09;251;"község";"Baranya";"Komlói"
"Bodolyabér";2015;3300;9.09;230;"község";"Baranya";"Komlói"
"Bodolyabér";2016;3300;9.09;235;"község";"Baranya";"Komlói"
"Bodolyabér";2019;3300;9.09;240;"község";"Baranya";"Komlói"
"Bodolyabér";2021;3300;9.09;254;"község";"Baranya";"Komlói"
"Bodonhely";2020;622;11.1;334;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2018;622;11.1;312;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2019;622;11.1;320;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2016;622;11.1;319;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2017;622;11.1;313;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2021;622;11.1;343;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2022;622;11.1;350;"község";"Győr-Moson-Sopron";"Csornai"
"Bodonhely";2015;622;11.1;305;"község";"Győr-Moson-Sopron";"Csornai"
"Bodony";2019;1493;28.96;730;"község";"Heves";"Pétervásárai"
"Bodony";2021;1493;28.96;736;"község";"Heves";"Pétervásárai"
"Bodony";2020;1493;28.96;749;"község";"Heves";"Pétervásárai"
"Bodony";2018;1493;28.96;725;"község";"Heves";"Pétervásárai"
"Bodony";2017;1493;28.96;731;"község";"Heves";"Pétervásárai"
"Bodony";2022;1493;28.96;725;"község";"Heves";"Pétervásárai"
"Bodony";2016;1493;28.96;740;"község";"Heves";"Pétervásárai"
"Bodony";2015;1493;28.96;744;"község";"Heves";"Pétervásárai"
"Bodorfa";2021;432;2.22;89;"község";"Veszprém";"Sümegi"
"Bodorfa";2015;432;2.22;105;"község";"Veszprém";"Sümegi"
"Bodorfa";2022;432;2.22;84;"község";"Veszprém";"Sümegi"
"Bodorfa";2019;432;2.22;100;"község";"Veszprém";"Sümegi"
"Bodorfa";2018;432;2.22;97;"község";"Veszprém";"Sümegi"
"Bodorfa";2017;432;2.22;101;"község";"Veszprém";"Sümegi"
"Bodorfa";2016;432;2.22;102;"község";"Veszprém";"Sümegi"
"Bodorfa";2020;432;2.22;93;"község";"Veszprém";"Sümegi"
"Bodrog";2021;1050;14.78;381;"község";"Somogy";"Kaposvári"
"Bodrog";2020;1050;14.78;388;"község";"Somogy";"Kaposvári"
"Bodrog";2015;1050;14.78;421;"község";"Somogy";"Kaposvári"
"Bodrog";2017;1050;14.78;409;"község";"Somogy";"Kaposvári"
"Bodrog";2022;1050;14.78;398;"község";"Somogy";"Kaposvári"
"Bodrog";2019;1050;14.78;399;"község";"Somogy";"Kaposvári"
"Bodrog";2018;1050;14.78;408;"község";"Somogy";"Kaposvári"
"Bodrog";2016;1050;14.78;419;"község";"Somogy";"Kaposvári"
"Bodroghalom";2016;2373;26.86;1389;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2017;2373;26.86;1374;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2022;2373;26.86;1310;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2015;2373;26.86;1407;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2021;2373;26.86;1288;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2018;2373;26.86;1381;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2019;2373;26.86;1339;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodroghalom";2020;2373;26.86;1297;"község";"Borsod-Abaúj-Zemplén";"Cigándi"
"Bodrogkeresztúr";2021;3078;29.88;957;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2015;3078;29.88;1135;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2018;3078;29.88;1075;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2017;3078;29.88;1102;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2016;3078;29.88;1117;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2022;3078;29.88;921;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2020;3078;29.88;1006;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkeresztúr";2019;3078;29.88;1030;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2022;3380;14.67;840;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2019;3380;14.67;900;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2018;3380;14.67;901;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2020;3380;14.67;879;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2021;3380;14.67;856;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2017;3380;14.67;908;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2016;3380;14.67;900;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogkisfalu";2015;3380;14.67;894;"község";"Borsod-Abaúj-Zemplén";"Tokaji"
"Bodrogolaszi";2022;1440;20.61;893;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2021;1440;20.61;888;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2015;1440;20.61;938;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2019;1440;20.61;898;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2016;1440;20.61;921;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2020;1440;20.61;914;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2018;1440;20.61;913;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bodrogolaszi";2017;1440;20.61;912;"község";"Borsod-Abaúj-Zemplén";"Sárospataki"
"Bogdása";2017;1069;20.99;263;"község";"Baranya";"Sellyei"
"Bogdása";2015;1069;20.99;274;"község";"Baranya";"Sellyei"
"Bogdása";2018;1069;20.99;264;"község";"Baranya";"Sellyei"
"Bogdása";2020;1069;20.99;265;"község";"Baranya";"Sellyei"
"Bogdása";2016;1069;20.99;273;"község";"Baranya";"Sellyei"
"Bogdása";2022;1069;20.99;256;"község";"Baranya";"Sellyei"
"Bogdása";2021;1069;20.99;259;"község";"Baranya";"Sellyei"
"Bogdása";2019;1069;20.99;259;"község";"Baranya";"Sellyei"
"Bogyiszló";2015;342;55.93;2248;"község";"Tolna";"Tolnai"
"Bogyiszló";2016;342;55.93;2216;"község";"Tolna";"Tolnai"
"Bogyiszló";2017;342;55.93;2194;"község";"Tolna";"Tolnai"
"Bogyiszló";2021;342;55.93;2134;"község";"Tolna";"Tolnai"
"Bogyiszló";2018;342;55.93;2182;"község";"Tolna";"Tolnai"
"Bogyiszló";2019;342;55.93;2156;"község";"Tolna";"Tolnai"
"Bogyiszló";2022;342;55.93;2131;"község";"Tolna";"Tolnai"
"Bogyiszló";2020;342;55.93;2149;"község";"Tolna";"Tolnai"
"Bogyoszló";2017;436;26.23;613;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2019;436;26.22;622;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2016;436;26.22;623;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2021;436;26.22;614;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2022;436;26.22;628;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2015;436;26.21;624;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2020;436;26.22;618;"község";"Győr-Moson-Sopron";"Csornai"
"Bogyoszló";2018;436;26.23;625;"község";"Győr-Moson-Sopron";"Csornai"
"Bogács";2015;2519;24.69;2047;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2020;2519;24.69;2083;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2021;2519;24.69;2102;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2016;2519;24.69;2051;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2018;2519;24.69;2070;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2022;2519;24.69;2118;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2017;2519;24.69;2080;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogács";2019;2519;24.69;2080;"község";"Borsod-Abaúj-Zemplén";"Mezőkövesdi"
"Bogád";2020;3215;7.84;1153;"község";"Baranya";"Pécsi"
"Bogád";2019;3215;7.84;1148;"község";"Baranya";"Pécsi"
"Bogád";2022;3215;7.84;1160;"község";"Baranya";"Pécsi"
"Bogád";2018;3215;7.84;1140;"község";"Baranya";"Pécsi"
"Bogád";2017;3215;7.84;1119;"község";"Baranya";"Pécsi"
"Bogád";2021;3215;7.84;1149;"község";"Baranya";"Pécsi"
"Bogád";2015;3215;7.84;1115;"község";"Baranya";"Pécsi"
"Bogád";2016;3215;7.84;1099;"község";"Baranya";"Pécsi"
"Bogádmindszent";2015;2189;11.58;447;"község";"Baranya";"Sellyei"
"Bogádmindszent";2020;2189;11.58;445;"község";"Baranya";"Sellyei"
"Bogádmindszent";2022;2189;11.58;430;"község";"Baranya";"Sellyei"
"Bogádmindszent";2021;2189;11.58;441;"község";"Baranya";"Sellyei"
"Bogádmindszent";2019;2189;11.58;458;"község";"Baranya";"Sellyei"
"Bogádmindszent";2016;2189;11.58;445;"község";"Baranya";"Sellyei"
"Bogádmindszent";2018;2189;11.58;448;"község";"Baranya";"Sellyei"
"Bogádmindszent";2017;2189;11.58;443;"község";"Baranya";"Sellyei"
"Bojt";2020;1413;26.88;595;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2021;1413;26.88;614;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2019;1413;26.88;591;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2022;1413;26.88;626;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2016;1413;26.88;592;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2017;1413;26.88;598;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2015;1413;26.88;582;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bojt";2018;1413;26.88;579;"község";"Hajdú-Bihar";"Berettyóújfalui"
"Bokod";2021;731;29.93;2242;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2017;731;29.93;2168;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2015;731;29.93;2164;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2022;731;29.93;2229;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2020;731;29.93;2225;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2016;731;29.93;2167;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2019;731;29.93;2213;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokod";2018;731;29.93;2201;"község";"Komárom-Esztergom";"Oroszlányi"
"Bokor";2021;384;6.75;106;"község";"Nógrád";"Pásztói"
"Bokor";2017;384;6.75;114;"község";"Nógrád";"Pásztói"
"Bokor";2022;384;6.75;103;"község";"Nógrád";"Pásztói"
"Bokor";2019;384;6.75;112;"község";"Nógrád";"Pásztói"
"Bokor";2018;384;6.75;111;"község";"Nógrád";"Pásztói"
"Bokor";2016;384;6.75;121;"község";"Nógrád";"Pásztói"
"Bokor";2015;384;6.75;124;"község";"Nógrád";"Pásztói"
"Bokor";2020;384;6.75;106;"község";"Nógrád";"Pásztói"
"Boldog";2020;345;26.74;3004;"község";"Heves";"Hatvani"
"Boldog";2021;345;26.74;2982;"község";"Heves";"Hatvani"
"Boldog";2018;345;26.74;2977;"község";"Heves";"Hatvani"
"Boldog";2022;345;26.74;2956;"község";"Heves";"Hatvani"
"Boldog";2016;345;26.74;3008;"község";"Heves";"Hatvani"
"Boldog";2017;345;26.74;2980;"község";"Heves";"Hatvani"
"Boldog";2019;345;26.74;2993;"község";"Heves";"Hatvani"
"Boldog";2015;345;26.74;3001;"község";"Heves";"Hatvani"
"Boldogasszonyfa";2017;1311;17.22;433;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2020;1311;17.22;438;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2016;1311;17.22;425;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2021;1311;17.22;443;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2018;1311;17.22;429;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2022;1311;17.22;449;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2019;1311;17.22;434;"község";"Baranya";"Szigetvári"
"Boldogasszonyfa";2015;1311;17.22;429;"község";"Baranya";"Szigetvári"
"Boldogkőváralja";2018;1447;21.99;1007;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2021;1447;21.99;996;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2016;1447;22;1015;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2022;1447;21.99;984;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2017;1447;21.99;1000;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2015;1447;22;1029;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2019;1447;21.99;989;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőváralja";2020;1447;21.99;993;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2020;1894;10.98;642;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2022;1894;10.98;668;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2015;1894;10.98;588;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2016;1894;10.98;593;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2021;1894;10.98;662;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2019;1894;10.98;627;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2017;1894;10.98;597;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldogkőújfalu";2018;1894;10.98;606;"község";"Borsod-Abaúj-Zemplén";"Gönci"
"Boldva";2022;839;28.34;2453;"község";"Borsod-Abaúj-Zemplén";"Edelényi"
"Boldva";2021;839;28.34;2401;"község";"Borsod-Abaúj-Zemplén";"Edelényi"
"Boldva";2019;839;28.34;2423;"község";"Borsod-Abaúj-Zemplén";"Edelényi"
"Boldva";2018;839;28.34;2424;"község";"Borsod-Abaúj-Zemplén";"Edelényi"
"Boldva";2020;839;28.34;2424;"község";"Borsod-Abaúj-Zemplén";"Edelényi"
