"ind1_2d";"ind2_2d";"ind1";"ind2";"egk_coagg";"egk_coagg_mne";"egk_coagg_local";"coagg_porter_emp";"coagg_porter_emp_mne";"coagg_porter_emp_local";"coagg_porter_emp_mixed";"coagg_porter_rca01";"coagg_porter_rca01_mne";"coagg_porter_rca01_local";"coagg_porter_rca01_mixed";"coagg_mat";"coagg_mat_mne";"coagg_mat_local";"coagg_mat_mixed"
1;1;12;16;0.00366692684353421;-0.0335741136296413;0.00376840985420158;0.0670860769547523;-0.0197509512543144;0.0666412852327405;0.108694219729791;0.059052829852837;0.0520873525742494;0.0235571423715773;-0.0236161911430453;2.77869484320934e-07;5.05734915409119e-07;2.92813790771193e-07;1.69729130513533e-06
1;1;12;17;0.00619055442268731;-0.00335078516907009;0.00625400729139456;0.123330912950328;-0.015501442410834;0.103775351014384;0.237570192662759;-0.20292207005211;-0.0211357197292412;-0.2185362071094;-0.026455425694564;1.27237441207074e-06;0;1.262416789903e-06;1.36986201102264e-05
1;1;13;11;0.00444946124842403;0.0169883261230483;0.0041950266344359;0.286836092895223;0.0662913471975325;0.316093640904265;0.0212713776310723;0.0233866599995484;0.214009940058596;-0.0108262691166834;-0.13717603252101;2.95739582963707e-07;4.516697145339e-06;3.5154548657535e-07;1.74589875013188e-07
1;1;13;12;0.0067132917673579;0.00366631871791836;0.00572922023369349;0.302351752430957;-0.014518515940963;0.269263101712525;0.162994408318494;0.15299835113259;0.093970615896295;0.138127947371796;0.00324156133529153;1.69136032812224e-06;1.2464772852178e-06;1.87528162695095e-06;2.02045855337282e-06
1;1;13;13;0.0247365144601872;0.372705725112568;0.0237775378914213;1;1;1;0.0589131555041019;1;1;1;0.20171147119238;0;0;0;0
1;1;13;14;0.00362960473239414;0.00131821803980706;0.00332361788618291;0.198093502281543;-0.048037794330892;0.202425876347392;0.0471148953353721;0.0258042078943135;-0.0774966356758146;0.00709487559014147;0.036380520743291;2.41161746277654e-07;0;2.80015967409493e-07;1.81764620808648e-07
1;1;13;15;0.00441080868348451;0.00114438602716979;0.00261579483441698;0.132212694804171;-0.0103290708553805;0.0660943936322772;0.173646937686993;-0.0233866599995484;-0.0139765168174063;0.00360113179751202;-0.00481710993142423;9.97644270759189e-07;0;9.60734861002179e-07;1.6825059957467e-06
1;1;13;16;0.0021323447262142;-0.0313446129984463;0.00187732456141877;0.197797993776944;-0.0170569962365688;0.214789831746715;0.00164826983750718;-0.013124987182636;-0.0404143504504977;0.025717224993682;-0.103203137423067;9.19765707037556e-07;0;1.09102739975352e-06;5.16333957429398e-07
1;1;13;17;0.00291579587847597;0.00030747133442158;0.00340939743197162;0.0987676853641677;-0.0103290708553805;0.121265419713125;-0.0145532455795611;0.0494342601001881;-0.0139765168174063;0.0297093373294742;0.0650309840742271;3.33015067591262e-06;0;4.03375183525975e-06;1.34796876945077e-06
1;1;14;11;0.00726083256231757;0.00806321818081909;0.00714271224497988;0.383239844140731;0.0796082128134747;0.377894533628067;0.189721475556711;0.450566071528526;0.0390230207748456;0.516707815548522;-0.01281868850593;2.02950516845913e-08;3.1005683988339e-06;2.06913095775404e-08;2.33433177490988e-07
1;1;14;12;0.0045884286018703;0.00142675752439195;0.00462055566129442;0.045263468954274;-0.0286757595461446;0.0331405188774866;0.17814090975304;-0.053636859224933;0.0163906017140576;-0.0614692482937828;0.0277222154939908;6.75674015129116e-08;1.79855900664899e-06;6.91406344574169e-08;1.26087580587085e-06
1;1;14;13;0.00362960473239414;0.00131821803980706;0.00332361788618291;0.198093502281543;-0.048037794330892;0.202425876347392;0.0631862486553109;0.0258042078943135;-0.0774966356758146;0.00709487559014147;0.0298496380380213;2.41161746277654e-07;0;2.80015967409493e-07;2.70753453678507e-06
1;1;14;14;0.0125832577006109;0.0511664164675628;0.0128437807864965;1;1;1;0.168663121127803;1;1;1;0.00481798290360924;0;0;0;0
1;1;14;15;0.00886444481053954;-0.00210820179394971;0.00877058617666986;0.322090404703988;-0.0287082544777655;0.317566887628286;0.140888290494833;0.318275052607223;-0.0342270038053677;0.359750890576712;0.0733636180661087;8.35102563241069e-08;0;8.42204540388396e-08;9.31861454314527e-07
1;1;14;16;0.00607650923355258;-0.0209756295012716;0.00613069604413233;0.407821718291436;0.0558382960823244;0.414223185509565;0.153147703699768;0.333421446825048;0.0561466962895345;0.344850367403777;0.0644825880219161;7.33944192065484e-08;2.41726299958346e-06;7.61629089236944e-08;7.76666671800176e-07
1;1;14;17;0.00532075629542378;0.0327251718138742;0.00559897309424882;0.09923408400213;0.135015224476391;0.0945556878573799;0.070112595173352;0.236031721101134;0.180349981589822;0.219713631157589;0.171557999169977;2.17344168797988e-07;4.9689096478892e-05;2.1928004387306e-07;2.67729461559306e-06
