"ind_i";"ind_j";"c_ij";"c_i";"c_j";"c";"c_rel";"cr_norm";"e_id"
99;5;0;0;0;468;NA;-1;346
6;6;0;0;0;468;NA;-0.5;347
6;7;0;0;0;468;NA;-1;348
7;6;0;0;0;468;NA;-1;348
6;8;0;0;0;468;NA;-1;349
8;6;0;0;0;468;NA;-1;349
6;9;0;0;0;468;NA;-1;350
9;6;0;0;0;468;NA;-1;350
6;10;0;0;4;468;NA;-1;351
10;6;0;19;0;468;NA;-1;351
6;11;0;0;0;468;NA;-1;352
11;6;0;0;0;468;NA;-1;352
6;12;0;0;0;468;NA;-1;353
12;6;0;0;0;468;NA;-1;353
6;13;0;0;0;468;NA;-1;354
13;6;0;0;0;468;NA;-1;354
6;14;0;0;0;468;NA;-1;355
14;6;0;0;0;468;NA;-1;355
6;15;0;0;0;468;NA;-1;356
15;6;0;0;0;468;NA;-1;356
6;16;0;0;0;468;NA;-1;357
16;6;0;0;0;468;NA;-1;357
6;17;0;0;0;468;NA;-1;358
17;6;0;0;0;468;NA;-1;358
6;18;0;0;0;468;NA;-1;359
18;6;0;0;0;468;NA;-1;359
6;19;0;0;0;468;NA;-1;360
19;6;0;4;0;468;NA;-1;360
6;20;0;0;90;468;NA;-1;361
20;6;0;64;0;468;NA;-1;361
6;21;0;0;275;468;NA;-1;362
21;6;0;294;0;468;NA;-1;362
6;22;0;0;0;468;NA;-1;363
22;6;0;0;0;468;NA;-1;363
6;23;0;0;6;468;NA;-1;364
23;6;0;4;0;468;NA;-1;364
6;24;0;0;0;468;NA;-1;365
24;6;0;0;0;468;NA;-1;365
6;25;0;0;1;468;NA;-1;366
25;6;0;2;0;468;NA;-1;366
6;26;0;0;27;468;NA;-1;367
26;6;0;11;0;468;NA;-1;367
6;27;0;0;9;468;NA;-1;368
27;6;0;10;0;468;NA;-1;368
6;28;0;0;17;468;NA;-1;369
28;6;0;37;0;468;NA;-1;369
6;29;0;0;17;468;NA;-1;370
29;6;0;16;0;468;NA;-1;370
6;30;0;0;0;468;NA;-1;371
30;6;0;0;0;468;NA;-1;371
6;31;0;0;0;468;NA;-1;372
31;6;0;0;0;468;NA;-1;372
6;32;0;0;14;468;NA;-1;373
32;6;0;7;0;468;NA;-1;373
6;33;0;0;0;468;NA;-1;374
33;6;0;0;0;468;NA;-1;374
6;35;0;0;0;468;NA;-1;375
35;6;0;0;0;468;NA;-1;375
6;36;0;0;0;468;NA;-1;376
36;6;0;0;0;468;NA;-1;376
6;37;0;0;0;468;NA;-1;377
37;6;0;0;0;468;NA;-1;377
6;38;0;0;0;468;NA;-1;378
38;6;0;0;0;468;NA;-1;378
6;39;0;0;0;468;NA;-1;379
39;6;0;0;0;468;NA;-1;379
6;41;0;0;0;468;NA;-1;380
41;6;0;0;0;468;NA;-1;380
6;42;0;0;0;468;NA;-1;381
42;6;0;0;0;468;NA;-1;381
6;43;0;0;8;468;NA;-1;382
43;6;0;0;0;468;NA;-1;382
6;45;0;0;0;468;NA;-1;383
45;6;0;0;0;468;NA;-1;383
6;46;0;0;0;468;NA;-1;384
46;6;0;0;0;468;NA;-1;384
6;47;0;0;0;468;NA;-1;385
47;6;0;0;0;468;NA;-1;385
6;49;0;0;0;468;NA;-1;386
49;6;0;0;0;468;NA;-1;386
6;50;0;0;0;468;NA;-1;387
50;6;0;0;0;468;NA;-1;387
6;51;0;0;0;468;NA;-1;388
51;6;0;0;0;468;NA;-1;388
6;52;0;0;0;468;NA;-1;389
52;6;0;0;0;468;NA;-1;389
6;53;0;0;0;468;NA;-1;390
53;6;0;0;0;468;NA;-1;390
6;55;0;0;0;468;NA;-1;391
55;6;0;0;0;468;NA;-1;391
6;56;0;0;0;468;NA;-1;392
56;6;0;0;0;468;NA;-1;392
6;58;0;0;0;468;NA;-1;393
58;6;0;0;0;468;NA;-1;393
6;59;0;0;0;468;NA;-1;394
59;6;0;0;0;468;NA;-1;394
6;60;0;0;0;468;NA;-1;395
60;6;0;0;0;468;NA;-1;395
6;61;0;0;0;468;NA;-1;396
61;6;0;0;0;468;NA;-1;396
6;62;0;0;0;468;NA;-1;397
62;6;0;0;0;468;NA;-1;397
6;63;0;0;0;468;NA;-1;398
63;6;0;0;0;468;NA;-1;398
6;64;0;0;0;468;NA;-1;399
64;6;0;0;0;468;NA;-1;399
6;65;0;0;0;468;NA;-1;400
65;6;0;0;0;468;NA;-1;400
6;66;0;0;0;468;NA;-1;401
66;6;0;0;0;468;NA;-1;401
6;68;0;0;0;468;NA;-1;402
68;6;0;0;0;468;NA;-1;402
6;69;0;0;0;468;NA;-1;403
69;6;0;0;0;468;NA;-1;403
6;70;0;0;0;468;NA;-1;404
70;6;0;0;0;468;NA;-1;404
6;71;0;0;0;468;NA;-1;405
71;6;0;0;0;468;NA;-1;405
6;72;0;0;0;468;NA;-1;406
72;6;0;0;0;468;NA;-1;406
6;73;0;0;0;468;NA;-1;407
73;6;0;0;0;468;NA;-1;407
6;74;0;0;0;468;NA;-1;408
74;6;0;0;0;468;NA;-1;408
6;75;0;0;0;468;NA;-1;409
75;6;0;0;0;468;NA;-1;409
6;77;0;0;0;468;NA;-1;410
77;6;0;0;0;468;NA;-1;410
6;78;0;0;0;468;NA;-1;411
78;6;0;0;0;468;NA;-1;411
6;79;0;0;0;468;NA;-1;412
79;6;0;0;0;468;NA;-1;412
6;80;0;0;0;468;NA;-1;413
80;6;0;0;0;468;NA;-1;413
6;81;0;0;0;468;NA;-1;414
81;6;0;0;0;468;NA;-1;414
6;82;0;0;0;468;NA;-1;415
82;6;0;0;0;468;NA;-1;415
6;84;0;0;0;468;NA;-1;416
84;6;0;0;0;468;NA;-1;416
6;85;0;0;0;468;NA;-1;417
85;6;0;0;0;468;NA;-1;417
6;86;0;0;0;468;NA;-1;418
86;6;0;0;0;468;NA;-1;418
6;87;0;0;0;468;NA;-1;419
87;6;0;0;0;468;NA;-1;419
6;88;0;0;0;468;NA;-1;420
88;6;0;0;0;468;NA;-1;420
6;90;0;0;0;468;NA;-1;421
90;6;0;0;0;468;NA;-1;421
6;91;0;0;0;468;NA;-1;422
91;6;0;0;0;468;NA;-1;422
6;92;0;0;0;468;NA;-1;423
92;6;0;0;0;468;NA;-1;423
6;93;0;0;0;468;NA;-1;424
93;6;0;0;0;468;NA;-1;424
6;94;0;0;0;468;NA;-1;425
94;6;0;0;0;468;NA;-1;425
6;95;0;0;0;468;NA;-1;426
95;6;0;0;0;468;NA;-1;426
6;96;0;0;0;468;NA;-1;427
96;6;0;0;0;468;NA;-1;427
6;97;0;0;0;468;NA;-1;428
97;6;0;0;0;468;NA;-1;428
6;98;0;0;0;468;NA;-1;429
98;6;0;0;0;468;NA;-1;429
6;99;0;0;0;468;NA;-1;430
99;6;0;0;0;468;NA;-1;430
7;7;0;0;0;468;NA;-0.5;431
7;8;0;0;0;468;NA;-1;432
8;7;0;0;0;468;NA;-1;432
7;9;0;0;0;468;NA;-1;433
9;7;0;0;0;468;NA;-1;433
7;10;0;0;4;468;NA;-1;434
10;7;0;19;0;468;NA;-1;434
7;11;0;0;0;468;NA;-1;435
11;7;0;0;0;468;NA;-1;435
7;12;0;0;0;468;NA;-1;436
12;7;0;0;0;468;NA;-1;436
7;13;0;0;0;468;NA;-1;437
13;7;0;0;0;468;NA;-1;437
7;14;0;0;0;468;NA;-1;438
14;7;0;0;0;468;NA;-1;438
7;15;0;0;0;468;NA;-1;439
15;7;0;0;0;468;NA;-1;439
7;16;0;0;0;468;NA;-1;440
16;7;0;0;0;468;NA;-1;440
7;17;0;0;0;468;NA;-1;441
17;7;0;0;0;468;NA;-1;441
7;18;0;0;0;468;NA;-1;442
18;7;0;0;0;468;NA;-1;442
7;19;0;0;0;468;NA;-1;443
19;7;0;4;0;468;NA;-1;443
7;20;0;0;90;468;NA;-1;444
20;7;0;64;0;468;NA;-1;444
7;21;0;0;275;468;NA;-1;445
21;7;0;294;0;468;NA;-1;445
7;22;0;0;0;468;NA;-1;446
22;7;0;0;0;468;NA;-1;446
7;23;0;0;6;468;NA;-1;447
23;7;0;4;0;468;NA;-1;447
7;24;0;0;0;468;NA;-1;448
24;7;0;0;0;468;NA;-1;448
7;25;0;0;1;468;NA;-1;449
25;7;0;2;0;468;NA;-1;449
7;26;0;0;27;468;NA;-1;450
26;7;0;11;0;468;NA;-1;450
7;27;0;0;9;468;NA;-1;451
27;7;0;10;0;468;NA;-1;451
7;28;0;0;17;468;NA;-1;452
28;7;0;37;0;468;NA;-1;452
7;29;0;0;17;468;NA;-1;453
29;7;0;16;0;468;NA;-1;453
7;30;0;0;0;468;NA;-1;454
30;7;0;0;0;468;NA;-1;454
7;31;0;0;0;468;NA;-1;455
31;7;0;0;0;468;NA;-1;455
7;32;0;0;14;468;NA;-1;456
32;7;0;7;0;468;NA;-1;456
7;33;0;0;0;468;NA;-1;457
33;7;0;0;0;468;NA;-1;457
7;35;0;0;0;468;NA;-1;458
35;7;0;0;0;468;NA;-1;458
7;36;0;0;0;468;NA;-1;459
36;7;0;0;0;468;NA;-1;459
7;37;0;0;0;468;NA;-1;460
37;7;0;0;0;468;NA;-1;460
7;38;0;0;0;468;NA;-1;461
38;7;0;0;0;468;NA;-1;461
7;39;0;0;0;468;NA;-1;462
39;7;0;0;0;468;NA;-1;462
7;41;0;0;0;468;NA;-1;463
41;7;0;0;0;468;NA;-1;463
7;42;0;0;0;468;NA;-1;464
42;7;0;0;0;468;NA;-1;464
7;43;0;0;8;468;NA;-1;465
43;7;0;0;0;468;NA;-1;465
7;45;0;0;0;468;NA;-1;466
45;7;0;0;0;468;NA;-1;466
7;46;0;0;0;468;NA;-1;467
46;7;0;0;0;468;NA;-1;467
7;47;0;0;0;468;NA;-1;468
47;7;0;0;0;468;NA;-1;468
7;49;0;0;0;468;NA;-1;469
49;7;0;0;0;468;NA;-1;469
7;50;0;0;0;468;NA;-1;470
50;7;0;0;0;468;NA;-1;470
7;51;0;0;0;468;NA;-1;471
51;7;0;0;0;468;NA;-1;471
7;52;0;0;0;468;NA;-1;472
52;7;0;0;0;468;NA;-1;472
7;53;0;0;0;468;NA;-1;473
53;7;0;0;0;468;NA;-1;473
7;55;0;0;0;468;NA;-1;474
55;7;0;0;0;468;NA;-1;474
7;56;0;0;0;468;NA;-1;475
56;7;0;0;0;468;NA;-1;475
7;58;0;0;0;468;NA;-1;476
58;7;0;0;0;468;NA;-1;476
7;59;0;0;0;468;NA;-1;477
59;7;0;0;0;468;NA;-1;477
7;60;0;0;0;468;NA;-1;478
60;7;0;0;0;468;NA;-1;478
7;61;0;0;0;468;NA;-1;479
61;7;0;0;0;468;NA;-1;479
7;62;0;0;0;468;NA;-1;480
62;7;0;0;0;468;NA;-1;480
7;63;0;0;0;468;NA;-1;481
63;7;0;0;0;468;NA;-1;481
7;64;0;0;0;468;NA;-1;482
64;7;0;0;0;468;NA;-1;482
7;65;0;0;0;468;NA;-1;483
65;7;0;0;0;468;NA;-1;483
7;66;0;0;0;468;NA;-1;484
66;7;0;0;0;468;NA;-1;484
7;68;0;0;0;468;NA;-1;485
68;7;0;0;0;468;NA;-1;485
7;69;0;0;0;468;NA;-1;486
69;7;0;0;0;468;NA;-1;486
7;70;0;0;0;468;NA;-1;487
70;7;0;0;0;468;NA;-1;487
7;71;0;0;0;468;NA;-1;488
71;7;0;0;0;468;NA;-1;488
7;72;0;0;0;468;NA;-1;489
72;7;0;0;0;468;NA;-1;489
7;73;0;0;0;468;NA;-1;490
73;7;0;0;0;468;NA;-1;490
7;74;0;0;0;468;NA;-1;491
74;7;0;0;0;468;NA;-1;491
7;75;0;0;0;468;NA;-1;492
75;7;0;0;0;468;NA;-1;492
7;77;0;0;0;468;NA;-1;493
77;7;0;0;0;468;NA;-1;493
7;78;0;0;0;468;NA;-1;494
78;7;0;0;0;468;NA;-1;494
7;79;0;0;0;468;NA;-1;495
79;7;0;0;0;468;NA;-1;495
7;80;0;0;0;468;NA;-1;496
80;7;0;0;0;468;NA;-1;496
7;81;0;0;0;468;NA;-1;497
81;7;0;0;0;468;NA;-1;497
7;82;0;0;0;468;NA;-1;498
82;7;0;0;0;468;NA;-1;498
7;84;0;0;0;468;NA;-1;499
84;7;0;0;0;468;NA;-1;499
7;85;0;0;0;468;NA;-1;500
85;7;0;0;0;468;NA;-1;500
7;86;0;0;0;468;NA;-1;501
86;7;0;0;0;468;NA;-1;501
7;87;0;0;0;468;NA;-1;502
87;7;0;0;0;468;NA;-1;502
7;88;0;0;0;468;NA;-1;503
88;7;0;0;0;468;NA;-1;503
7;90;0;0;0;468;NA;-1;504
90;7;0;0;0;468;NA;-1;504
7;91;0;0;0;468;NA;-1;505
91;7;0;0;0;468;NA;-1;505
7;92;0;0;0;468;NA;-1;506
92;7;0;0;0;468;NA;-1;506
7;93;0;0;0;468;NA;-1;507
93;7;0;0;0;468;NA;-1;507
7;94;0;0;0;468;NA;-1;508
94;7;0;0;0;468;NA;-1;508
7;95;0;0;0;468;NA;-1;509
95;7;0;0;0;468;NA;-1;509
7;96;0;0;0;468;NA;-1;510
96;7;0;0;0;468;NA;-1;510
7;97;0;0;0;468;NA;-1;511
97;7;0;0;0;468;NA;-1;511
7;98;0;0;0;468;NA;-1;512
98;7;0;0;0;468;NA;-1;512
7;99;0;0;0;468;NA;-1;513
99;7;0;0;0;468;NA;-1;513
8;8;0;0;0;468;NA;-0.5;514
8;9;0;0;0;468;NA;-1;515
9;8;0;0;0;468;NA;-1;515
8;10;0;0;4;468;NA;-1;516
10;8;0;19;0;468;NA;-1;516
8;11;0;0;0;468;NA;-1;517
11;8;0;0;0;468;NA;-1;517
8;12;0;0;0;468;NA;-1;518
12;8;0;0;0;468;NA;-1;518
8;13;0;0;0;468;NA;-1;519
13;8;0;0;0;468;NA;-1;519
8;14;0;0;0;468;NA;-1;520
14;8;0;0;0;468;NA;-1;520
8;15;0;0;0;468;NA;-1;521
15;8;0;0;0;468;NA;-1;521
8;16;0;0;0;468;NA;-1;522
16;8;0;0;0;468;NA;-1;522
8;17;0;0;0;468;NA;-1;523
17;8;0;0;0;468;NA;-1;523
8;18;0;0;0;468;NA;-1;524
18;8;0;0;0;468;NA;-1;524
8;19;0;0;0;468;NA;-1;525
19;8;0;4;0;468;NA;-1;525
8;20;0;0;90;468;NA;-1;526
20;8;0;64;0;468;NA;-1;526
8;21;0;0;275;468;NA;-1;527
21;8;0;294;0;468;NA;-1;527
8;22;0;0;0;468;NA;-1;528
22;8;0;0;0;468;NA;-1;528
8;23;0;0;6;468;NA;-1;529
23;8;0;4;0;468;NA;-1;529
8;24;0;0;0;468;NA;-1;530
24;8;0;0;0;468;NA;-1;530
8;25;0;0;1;468;NA;-1;531
25;8;0;2;0;468;NA;-1;531
8;26;0;0;27;468;NA;-1;532
26;8;0;11;0;468;NA;-1;532
8;27;0;0;9;468;NA;-1;533
27;8;0;10;0;468;NA;-1;533
8;28;0;0;17;468;NA;-1;534
28;8;0;37;0;468;NA;-1;534
8;29;0;0;17;468;NA;-1;535
29;8;0;16;0;468;NA;-1;535
8;30;0;0;0;468;NA;-1;536
30;8;0;0;0;468;NA;-1;536
8;31;0;0;0;468;NA;-1;537
31;8;0;0;0;468;NA;-1;537
8;32;0;0;14;468;NA;-1;538
32;8;0;7;0;468;NA;-1;538
8;33;0;0;0;468;NA;-1;539
33;8;0;0;0;468;NA;-1;539
8;35;0;0;0;468;NA;-1;540
35;8;0;0;0;468;NA;-1;540
8;36;0;0;0;468;NA;-1;541
36;8;0;0;0;468;NA;-1;541
8;37;0;0;0;468;NA;-1;542
37;8;0;0;0;468;NA;-1;542
8;38;0;0;0;468;NA;-1;543
38;8;0;0;0;468;NA;-1;543
8;39;0;0;0;468;NA;-1;544
39;8;0;0;0;468;NA;-1;544
8;41;0;0;0;468;NA;-1;545
41;8;0;0;0;468;NA;-1;545
8;42;0;0;0;468;NA;-1;546
42;8;0;0;0;468;NA;-1;546
8;43;0;0;8;468;NA;-1;547
43;8;0;0;0;468;NA;-1;547
8;45;0;0;0;468;NA;-1;548
45;8;0;0;0;468;NA;-1;548
8;46;0;0;0;468;NA;-1;549
46;8;0;0;0;468;NA;-1;549
8;47;0;0;0;468;NA;-1;550
47;8;0;0;0;468;NA;-1;550
8;49;0;0;0;468;NA;-1;551
49;8;0;0;0;468;NA;-1;551
8;50;0;0;0;468;NA;-1;552
50;8;0;0;0;468;NA;-1;552
8;51;0;0;0;468;NA;-1;553
51;8;0;0;0;468;NA;-1;553
8;52;0;0;0;468;NA;-1;554
52;8;0;0;0;468;NA;-1;554
8;53;0;0;0;468;NA;-1;555
53;8;0;0;0;468;NA;-1;555
8;55;0;0;0;468;NA;-1;556
55;8;0;0;0;468;NA;-1;556
8;56;0;0;0;468;NA;-1;557
56;8;0;0;0;468;NA;-1;557
8;58;0;0;0;468;NA;-1;558
58;8;0;0;0;468;NA;-1;558
8;59;0;0;0;468;NA;-1;559
59;8;0;0;0;468;NA;-1;559
8;60;0;0;0;468;NA;-1;560
60;8;0;0;0;468;NA;-1;560
8;61;0;0;0;468;NA;-1;561
61;8;0;0;0;468;NA;-1;561
8;62;0;0;0;468;NA;-1;562
62;8;0;0;0;468;NA;-1;562
8;63;0;0;0;468;NA;-1;563
63;8;0;0;0;468;NA;-1;563
8;64;0;0;0;468;NA;-1;564
64;8;0;0;0;468;NA;-1;564
8;65;0;0;0;468;NA;-1;565
65;8;0;0;0;468;NA;-1;565
8;66;0;0;0;468;NA;-1;566
66;8;0;0;0;468;NA;-1;566
8;68;0;0;0;468;NA;-1;567
68;8;0;0;0;468;NA;-1;567
8;69;0;0;0;468;NA;-1;568
69;8;0;0;0;468;NA;-1;568
8;70;0;0;0;468;NA;-1;569
70;8;0;0;0;468;NA;-1;569
8;71;0;0;0;468;NA;-1;570
71;8;0;0;0;468;NA;-1;570
8;72;0;0;0;468;NA;-1;571
72;8;0;0;0;468;NA;-1;571
8;73;0;0;0;468;NA;-1;572
73;8;0;0;0;468;NA;-1;572
8;74;0;0;0;468;NA;-1;573
74;8;0;0;0;468;NA;-1;573
8;75;0;0;0;468;NA;-1;574
75;8;0;0;0;468;NA;-1;574
8;77;0;0;0;468;NA;-1;575
77;8;0;0;0;468;NA;-1;575
8;78;0;0;0;468;NA;-1;576
78;8;0;0;0;468;NA;-1;576
8;79;0;0;0;468;NA;-1;577
79;8;0;0;0;468;NA;-1;577
8;80;0;0;0;468;NA;-1;578
80;8;0;0;0;468;NA;-1;578
8;81;0;0;0;468;NA;-1;579
81;8;0;0;0;468;NA;-1;579
8;82;0;0;0;468;NA;-1;580
82;8;0;0;0;468;NA;-1;580
8;84;0;0;0;468;NA;-1;581
84;8;0;0;0;468;NA;-1;581
8;85;0;0;0;468;NA;-1;582
85;8;0;0;0;468;NA;-1;582
8;86;0;0;0;468;NA;-1;583
86;8;0;0;0;468;NA;-1;583
8;87;0;0;0;468;NA;-1;584
87;8;0;0;0;468;NA;-1;584
8;88;0;0;0;468;NA;-1;585
88;8;0;0;0;468;NA;-1;585
8;90;0;0;0;468;NA;-1;586
90;8;0;0;0;468;NA;-1;586
8;91;0;0;0;468;NA;-1;587
91;8;0;0;0;468;NA;-1;587
8;92;0;0;0;468;NA;-1;588
92;8;0;0;0;468;NA;-1;588
8;93;0;0;0;468;NA;-1;589
93;8;0;0;0;468;NA;-1;589
8;94;0;0;0;468;NA;-1;590
94;8;0;0;0;468;NA;-1;590
8;95;0;0;0;468;NA;-1;591
95;8;0;0;0;468;NA;-1;591
8;96;0;0;0;468;NA;-1;592
96;8;0;0;0;468;NA;-1;592
8;97;0;0;0;468;NA;-1;593
97;8;0;0;0;468;NA;-1;593
8;98;0;0;0;468;NA;-1;594
98;8;0;0;0;468;NA;-1;594
8;99;0;0;0;468;NA;-1;595
99;8;0;0;0;468;NA;-1;595
9;9;0;0;0;468;NA;-0.5;596
9;10;0;0;4;468;NA;-1;597
10;9;0;19;0;468;NA;-1;597
9;11;0;0;0;468;NA;-1;598
11;9;0;0;0;468;NA;-1;598
9;12;0;0;0;468;NA;-1;599
12;9;0;0;0;468;NA;-1;599
9;13;0;0;0;468;NA;-1;600
13;9;0;0;0;468;NA;-1;600
9;14;0;0;0;468;NA;-1;601
14;9;0;0;0;468;NA;-1;601
9;15;0;0;0;468;NA;-1;602
15;9;0;0;0;468;NA;-1;602
9;16;0;0;0;468;NA;-1;603
16;9;0;0;0;468;NA;-1;603
9;17;0;0;0;468;NA;-1;604
17;9;0;0;0;468;NA;-1;604
9;18;0;0;0;468;NA;-1;605
18;9;0;0;0;468;NA;-1;605
9;19;0;0;0;468;NA;-1;606
19;9;0;4;0;468;NA;-1;606
9;20;0;0;90;468;NA;-1;607
20;9;0;64;0;468;NA;-1;607
9;21;0;0;275;468;NA;-1;608
21;9;0;294;0;468;NA;-1;608
9;22;0;0;0;468;NA;-1;609
22;9;0;0;0;468;NA;-1;609
9;23;0;0;6;468;NA;-1;610
23;9;0;4;0;468;NA;-1;610
9;24;0;0;0;468;NA;-1;611
24;9;0;0;0;468;NA;-1;611
9;25;0;0;1;468;NA;-1;612
25;9;0;2;0;468;NA;-1;612
9;26;0;0;27;468;NA;-1;613
26;9;0;11;0;468;NA;-1;613
9;27;0;0;9;468;NA;-1;614
27;9;0;10;0;468;NA;-1;614
9;28;0;0;17;468;NA;-1;615
28;9;0;37;0;468;NA;-1;615
9;29;0;0;17;468;NA;-1;616
29;9;0;16;0;468;NA;-1;616
9;30;0;0;0;468;NA;-1;617
30;9;0;0;0;468;NA;-1;617
9;31;0;0;0;468;NA;-1;618
31;9;0;0;0;468;NA;-1;618
9;32;0;0;14;468;NA;-1;619
32;9;0;7;0;468;NA;-1;619
9;33;0;0;0;468;NA;-1;620
33;9;0;0;0;468;NA;-1;620
9;35;0;0;0;468;NA;-1;621
35;9;0;0;0;468;NA;-1;621
9;36;0;0;0;468;NA;-1;622
36;9;0;0;0;468;NA;-1;622
9;37;0;0;0;468;NA;-1;623
37;9;0;0;0;468;NA;-1;623
9;38;0;0;0;468;NA;-1;624
38;9;0;0;0;468;NA;-1;624
9;39;0;0;0;468;NA;-1;625
39;9;0;0;0;468;NA;-1;625
9;41;0;0;0;468;NA;-1;626
41;9;0;0;0;468;NA;-1;626
9;42;0;0;0;468;NA;-1;627
42;9;0;0;0;468;NA;-1;627
9;43;0;0;8;468;NA;-1;628
43;9;0;0;0;468;NA;-1;628
9;45;0;0;0;468;NA;-1;629
45;9;0;0;0;468;NA;-1;629
9;46;0;0;0;468;NA;-1;630
46;9;0;0;0;468;NA;-1;630
9;47;0;0;0;468;NA;-1;631
47;9;0;0;0;468;NA;-1;631
9;49;0;0;0;468;NA;-1;632
49;9;0;0;0;468;NA;-1;632
9;50;0;0;0;468;NA;-1;633
50;9;0;0;0;468;NA;-1;633
9;51;0;0;0;468;NA;-1;634
51;9;0;0;0;468;NA;-1;634
9;52;0;0;0;468;NA;-1;635
52;9;0;0;0;468;NA;-1;635
9;53;0;0;0;468;NA;-1;636
53;9;0;0;0;468;NA;-1;636
9;55;0;0;0;468;NA;-1;637
55;9;0;0;0;468;NA;-1;637
9;56;0;0;0;468;NA;-1;638
56;9;0;0;0;468;NA;-1;638
9;58;0;0;0;468;NA;-1;639
58;9;0;0;0;468;NA;-1;639
9;59;0;0;0;468;NA;-1;640
59;9;0;0;0;468;NA;-1;640
9;60;0;0;0;468;NA;-1;641
60;9;0;0;0;468;NA;-1;641
9;61;0;0;0;468;NA;-1;642
61;9;0;0;0;468;NA;-1;642
9;62;0;0;0;468;NA;-1;643
62;9;0;0;0;468;NA;-1;643
9;63;0;0;0;468;NA;-1;644
63;9;0;0;0;468;NA;-1;644
9;64;0;0;0;468;NA;-1;645
64;9;0;0;0;468;NA;-1;645
9;65;0;0;0;468;NA;-1;646
65;9;0;0;0;468;NA;-1;646
9;66;0;0;0;468;NA;-1;647
66;9;0;0;0;468;NA;-1;647
9;68;0;0;0;468;NA;-1;648
68;9;0;0;0;468;NA;-1;648
9;69;0;0;0;468;NA;-1;649
69;9;0;0;0;468;NA;-1;649
9;70;0;0;0;468;NA;-1;650
70;9;0;0;0;468;NA;-1;650
9;71;0;0;0;468;NA;-1;651
71;9;0;0;0;468;NA;-1;651
9;72;0;0;0;468;NA;-1;652
72;9;0;0;0;468;NA;-1;652
9;73;0;0;0;468;NA;-1;653
73;9;0;0;0;468;NA;-1;653
9;74;0;0;0;468;NA;-1;654
74;9;0;0;0;468;NA;-1;654
9;75;0;0;0;468;NA;-1;655
75;9;0;0;0;468;NA;-1;655
9;77;0;0;0;468;NA;-1;656
77;9;0;0;0;468;NA;-1;656
9;78;0;0;0;468;NA;-1;657
78;9;0;0;0;468;NA;-1;657
9;79;0;0;0;468;NA;-1;658
79;9;0;0;0;468;NA;-1;658
9;80;0;0;0;468;NA;-1;659
80;9;0;0;0;468;NA;-1;659
9;81;0;0;0;468;NA;-1;660
81;9;0;0;0;468;NA;-1;660
9;82;0;0;0;468;NA;-1;661
82;9;0;0;0;468;NA;-1;661
9;84;0;0;0;468;NA;-1;662
84;9;0;0;0;468;NA;-1;662
9;85;0;0;0;468;NA;-1;663
85;9;0;0;0;468;NA;-1;663
9;86;0;0;0;468;NA;-1;664
86;9;0;0;0;468;NA;-1;664
9;87;0;0;0;468;NA;-1;665
87;9;0;0;0;468;NA;-1;665
9;88;0;0;0;468;NA;-1;666
88;9;0;0;0;468;NA;-1;666
9;90;0;0;0;468;NA;-1;667
90;9;0;0;0;468;NA;-1;667
9;91;0;0;0;468;NA;-1;668
91;9;0;0;0;468;NA;-1;668
9;92;0;0;0;468;NA;-1;669
92;9;0;0;0;468;NA;-1;669
9;93;0;0;0;468;NA;-1;670
93;9;0;0;0;468;NA;-1;670
9;94;0;0;0;468;NA;-1;671
94;9;0;0;0;468;NA;-1;671
9;95;0;0;0;468;NA;-1;672
95;9;0;0;0;468;NA;-1;672
9;96;0;0;0;468;NA;-1;673
96;9;0;0;0;468;NA;-1;673
9;97;0;0;0;468;NA;-1;674
97;9;0;0;0;468;NA;-1;674
9;98;0;0;0;468;NA;-1;675
98;9;0;0;0;468;NA;-1;675
9;99;0;0;0;468;NA;-1;676
99;9;0;0;0;468;NA;-1;676
10;10;1;19;4;468;6.1578947368421;0.360294117647059;677
10;11;0;19;0;468;NA;-1;678
11;10;0;0;4;468;NA;-1;678
10;12;0;19;0;468;NA;-1;679
12;10;0;0;4;468;NA;-1;679
10;13;0;19;0;468;NA;-1;680
13;10;0;0;4;468;NA;-1;680
10;14;0;19;0;468;NA;-1;681
14;10;0;0;4;468;NA;-1;681
10;15;0;19;0;468;NA;-1;682
15;10;0;0;4;468;NA;-1;682
10;16;0;19;0;468;NA;-1;683
16;10;0;0;4;468;NA;-1;683
10;17;0;19;0;468;NA;-1;684
17;10;0;0;4;468;NA;-1;684
10;18;0;19;0;468;NA;-1;685
18;10;0;0;4;468;NA;-1;685
10;19;0;19;0;468;NA;-1;686
19;10;0;4;4;468;0;-1;686
10;20;2;19;90;468;0.547368421052632;0.000150336377644944;687
20;10;1;64;4;468;1.828125;0.000150336377644944;687
10;21;14;19;275;468;1.25397129186603;-0.000479555682493624;688
21;10;2;294;4;468;0.795918367346939;-0.000479555682493624;688
10;22;0;19;0;468;NA;-1;689
22;10;0;0;4;468;NA;-1;689
10;23;0;19;6;468;0;-1;690
23;10;0;4;4;468;0;-1;690
10;24;0;19;0;468;NA;-1;691
24;10;0;0;4;468;NA;-1;691
10;25;0;19;1;468;0;-1;692
25;10;0;2;4;468;0;-1;692
10;26;2;19;27;468;1.82456140350877;-0.354037267080745;693
26;10;0;11;4;468;0;-0.354037267080745;693
10;27;0;19;9;468;0;-1;694
27;10;0;10;4;468;0;-1;694
10;28;0;19;17;468;0;-1;695
28;10;0;37;4;468;0;-1;695
