"ind_i";"ind_j";"c_ij";"c_i";"c_j";"c";"c_rel";"cr_norm";"e_id"
29;59;0;16;0;468;NA;-1;2050
59;29;0;0;17;468;NA;-1;2050
29;60;0;16;0;468;NA;-1;2051
60;29;0;0;17;468;NA;-1;2051
29;61;0;16;0;468;NA;-1;2052
61;29;0;0;17;468;NA;-1;2052
29;62;0;16;0;468;NA;-1;2053
62;29;0;0;17;468;NA;-1;2053
29;63;0;16;0;468;NA;-1;2054
63;29;0;0;17;468;NA;-1;2054
29;64;0;16;0;468;NA;-1;2055
64;29;0;0;17;468;NA;-1;2055
29;65;0;16;0;468;NA;-1;2056
65;29;0;0;17;468;NA;-1;2056
29;66;0;16;0;468;NA;-1;2057
66;29;0;0;17;468;NA;-1;2057
29;68;0;16;0;468;NA;-1;2058
68;29;0;0;17;468;NA;-1;2058
29;69;0;16;0;468;NA;-1;2059
69;29;0;0;17;468;NA;-1;2059
29;70;0;16;0;468;NA;-1;2060
70;29;0;0;17;468;NA;-1;2060
29;71;0;16;0;468;NA;-1;2061
71;29;0;0;17;468;NA;-1;2061
29;72;0;16;0;468;NA;-1;2062
72;29;0;0;17;468;NA;-1;2062
29;73;0;16;0;468;NA;-1;2063
73;29;0;0;17;468;NA;-1;2063
29;74;0;16;0;468;NA;-1;2064
74;29;0;0;17;468;NA;-1;2064
29;75;0;16;0;468;NA;-1;2065
75;29;0;0;17;468;NA;-1;2065
29;77;0;16;0;468;NA;-1;2066
77;29;0;0;17;468;NA;-1;2066
29;78;0;16;0;468;NA;-1;2067
78;29;0;0;17;468;NA;-1;2067
29;79;0;16;0;468;NA;-1;2068
79;29;0;0;17;468;NA;-1;2068
29;80;0;16;0;468;NA;-1;2069
80;29;0;0;17;468;NA;-1;2069
29;81;0;16;0;468;NA;-1;2070
81;29;0;0;17;468;NA;-1;2070
29;82;0;16;0;468;NA;-1;2071
82;29;0;0;17;468;NA;-1;2071
29;84;0;16;0;468;NA;-1;2072
84;29;0;0;17;468;NA;-1;2072
29;85;0;16;0;468;NA;-1;2073
85;29;0;0;17;468;NA;-1;2073
29;86;0;16;0;468;NA;-1;2074
86;29;0;0;17;468;NA;-1;2074
29;87;0;16;0;468;NA;-1;2075
87;29;0;0;17;468;NA;-1;2075
29;88;0;16;0;468;NA;-1;2076
88;29;0;0;17;468;NA;-1;2076
29;90;0;16;0;468;NA;-1;2077
90;29;0;0;17;468;NA;-1;2077
29;91;0;16;0;468;NA;-1;2078
91;29;0;0;17;468;NA;-1;2078
29;92;0;16;0;468;NA;-1;2079
92;29;0;0;17;468;NA;-1;2079
29;93;0;16;0;468;NA;-1;2080
93;29;0;0;17;468;NA;-1;2080
29;94;0;16;0;468;NA;-1;2081
94;29;0;0;17;468;NA;-1;2081
29;95;0;16;0;468;NA;-1;2082
95;29;0;0;17;468;NA;-1;2082
29;96;0;16;0;468;NA;-1;2083
96;29;0;0;17;468;NA;-1;2083
29;97;0;16;0;468;NA;-1;2084
97;29;0;0;17;468;NA;-1;2084
29;98;0;16;0;468;NA;-1;2085
98;29;0;0;17;468;NA;-1;2085
29;99;0;16;0;468;NA;-1;2086
99;29;0;0;17;468;NA;-1;2086
30;30;0;0;0;468;NA;-0.5;2087
30;31;0;0;0;468;NA;-1;2088
31;30;0;0;0;468;NA;-1;2088
30;32;0;0;14;468;NA;-1;2089
32;30;0;7;0;468;NA;-1;2089
30;33;0;0;0;468;NA;-1;2090
33;30;0;0;0;468;NA;-1;2090
30;35;0;0;0;468;NA;-1;2091
35;30;0;0;0;468;NA;-1;2091
30;36;0;0;0;468;NA;-1;2092
36;30;0;0;0;468;NA;-1;2092
30;37;0;0;0;468;NA;-1;2093
37;30;0;0;0;468;NA;-1;2093
30;38;0;0;0;468;NA;-1;2094
38;30;0;0;0;468;NA;-1;2094
30;39;0;0;0;468;NA;-1;2095
39;30;0;0;0;468;NA;-1;2095
30;41;0;0;0;468;NA;-1;2096
41;30;0;0;0;468;NA;-1;2096
30;42;0;0;0;468;NA;-1;2097
42;30;0;0;0;468;NA;-1;2097
30;43;0;0;8;468;NA;-1;2098
43;30;0;0;0;468;NA;-1;2098
30;45;0;0;0;468;NA;-1;2099
45;30;0;0;0;468;NA;-1;2099
30;46;0;0;0;468;NA;-1;2100
46;30;0;0;0;468;NA;-1;2100
30;47;0;0;0;468;NA;-1;2101
47;30;0;0;0;468;NA;-1;2101
30;49;0;0;0;468;NA;-1;2102
49;30;0;0;0;468;NA;-1;2102
30;50;0;0;0;468;NA;-1;2103
50;30;0;0;0;468;NA;-1;2103
30;51;0;0;0;468;NA;-1;2104
51;30;0;0;0;468;NA;-1;2104
30;52;0;0;0;468;NA;-1;2105
52;30;0;0;0;468;NA;-1;2105
30;53;0;0;0;468;NA;-1;2106
53;30;0;0;0;468;NA;-1;2106
30;55;0;0;0;468;NA;-1;2107
55;30;0;0;0;468;NA;-1;2107
30;56;0;0;0;468;NA;-1;2108
56;30;0;0;0;468;NA;-1;2108
30;58;0;0;0;468;NA;-1;2109
58;30;0;0;0;468;NA;-1;2109
30;59;0;0;0;468;NA;-1;2110
59;30;0;0;0;468;NA;-1;2110
30;60;0;0;0;468;NA;-1;2111
60;30;0;0;0;468;NA;-1;2111
30;61;0;0;0;468;NA;-1;2112
61;30;0;0;0;468;NA;-1;2112
30;62;0;0;0;468;NA;-1;2113
62;30;0;0;0;468;NA;-1;2113
30;63;0;0;0;468;NA;-1;2114
63;30;0;0;0;468;NA;-1;2114
30;64;0;0;0;468;NA;-1;2115
64;30;0;0;0;468;NA;-1;2115
30;65;0;0;0;468;NA;-1;2116
65;30;0;0;0;468;NA;-1;2116
30;66;0;0;0;468;NA;-1;2117
66;30;0;0;0;468;NA;-1;2117
30;68;0;0;0;468;NA;-1;2118
68;30;0;0;0;468;NA;-1;2118
30;69;0;0;0;468;NA;-1;2119
69;30;0;0;0;468;NA;-1;2119
30;70;0;0;0;468;NA;-1;2120
70;30;0;0;0;468;NA;-1;2120
30;71;0;0;0;468;NA;-1;2121
71;30;0;0;0;468;NA;-1;2121
30;72;0;0;0;468;NA;-1;2122
72;30;0;0;0;468;NA;-1;2122
30;73;0;0;0;468;NA;-1;2123
73;30;0;0;0;468;NA;-1;2123
30;74;0;0;0;468;NA;-1;2124
74;30;0;0;0;468;NA;-1;2124
30;75;0;0;0;468;NA;-1;2125
75;30;0;0;0;468;NA;-1;2125
30;77;0;0;0;468;NA;-1;2126
77;30;0;0;0;468;NA;-1;2126
30;78;0;0;0;468;NA;-1;2127
78;30;0;0;0;468;NA;-1;2127
30;79;0;0;0;468;NA;-1;2128
79;30;0;0;0;468;NA;-1;2128
30;80;0;0;0;468;NA;-1;2129
80;30;0;0;0;468;NA;-1;2129
30;81;0;0;0;468;NA;-1;2130
81;30;0;0;0;468;NA;-1;2130
30;82;0;0;0;468;NA;-1;2131
82;30;0;0;0;468;NA;-1;2131
30;84;0;0;0;468;NA;-1;2132
84;30;0;0;0;468;NA;-1;2132
30;85;0;0;0;468;NA;-1;2133
85;30;0;0;0;468;NA;-1;2133
30;86;0;0;0;468;NA;-1;2134
86;30;0;0;0;468;NA;-1;2134
30;87;0;0;0;468;NA;-1;2135
87;30;0;0;0;468;NA;-1;2135
30;88;0;0;0;468;NA;-1;2136
88;30;0;0;0;468;NA;-1;2136
30;90;0;0;0;468;NA;-1;2137
90;30;0;0;0;468;NA;-1;2137
30;91;0;0;0;468;NA;-1;2138
91;30;0;0;0;468;NA;-1;2138
30;92;0;0;0;468;NA;-1;2139
92;30;0;0;0;468;NA;-1;2139
30;93;0;0;0;468;NA;-1;2140
93;30;0;0;0;468;NA;-1;2140
30;94;0;0;0;468;NA;-1;2141
94;30;0;0;0;468;NA;-1;2141
30;95;0;0;0;468;NA;-1;2142
95;30;0;0;0;468;NA;-1;2142
30;96;0;0;0;468;NA;-1;2143
96;30;0;0;0;468;NA;-1;2143
30;97;0;0;0;468;NA;-1;2144
97;30;0;0;0;468;NA;-1;2144
30;98;0;0;0;468;NA;-1;2145
98;30;0;0;0;468;NA;-1;2145
30;99;0;0;0;468;NA;-1;2146
99;30;0;0;0;468;NA;-1;2146
31;31;0;0;0;468;NA;-0.5;2147
31;32;0;0;14;468;NA;-1;2148
32;31;0;7;0;468;NA;-1;2148
31;33;0;0;0;468;NA;-1;2149
33;31;0;0;0;468;NA;-1;2149
31;35;0;0;0;468;NA;-1;2150
35;31;0;0;0;468;NA;-1;2150
31;36;0;0;0;468;NA;-1;2151
36;31;0;0;0;468;NA;-1;2151
31;37;0;0;0;468;NA;-1;2152
37;31;0;0;0;468;NA;-1;2152
31;38;0;0;0;468;NA;-1;2153
38;31;0;0;0;468;NA;-1;2153
31;39;0;0;0;468;NA;-1;2154
39;31;0;0;0;468;NA;-1;2154
31;41;0;0;0;468;NA;-1;2155
41;31;0;0;0;468;NA;-1;2155
31;42;0;0;0;468;NA;-1;2156
42;31;0;0;0;468;NA;-1;2156
31;43;0;0;8;468;NA;-1;2157
43;31;0;0;0;468;NA;-1;2157
31;45;0;0;0;468;NA;-1;2158
45;31;0;0;0;468;NA;-1;2158
31;46;0;0;0;468;NA;-1;2159
46;31;0;0;0;468;NA;-1;2159
31;47;0;0;0;468;NA;-1;2160
47;31;0;0;0;468;NA;-1;2160
31;49;0;0;0;468;NA;-1;2161
49;31;0;0;0;468;NA;-1;2161
31;50;0;0;0;468;NA;-1;2162
50;31;0;0;0;468;NA;-1;2162
31;51;0;0;0;468;NA;-1;2163
51;31;0;0;0;468;NA;-1;2163
31;52;0;0;0;468;NA;-1;2164
52;31;0;0;0;468;NA;-1;2164
31;53;0;0;0;468;NA;-1;2165
53;31;0;0;0;468;NA;-1;2165
31;55;0;0;0;468;NA;-1;2166
55;31;0;0;0;468;NA;-1;2166
31;56;0;0;0;468;NA;-1;2167
56;31;0;0;0;468;NA;-1;2167
31;58;0;0;0;468;NA;-1;2168
58;31;0;0;0;468;NA;-1;2168
31;59;0;0;0;468;NA;-1;2169
59;31;0;0;0;468;NA;-1;2169
31;60;0;0;0;468;NA;-1;2170
60;31;0;0;0;468;NA;-1;2170
31;61;0;0;0;468;NA;-1;2171
61;31;0;0;0;468;NA;-1;2171
31;62;0;0;0;468;NA;-1;2172
62;31;0;0;0;468;NA;-1;2172
31;63;0;0;0;468;NA;-1;2173
63;31;0;0;0;468;NA;-1;2173
31;64;0;0;0;468;NA;-1;2174
64;31;0;0;0;468;NA;-1;2174
31;65;0;0;0;468;NA;-1;2175
65;31;0;0;0;468;NA;-1;2175
31;66;0;0;0;468;NA;-1;2176
66;31;0;0;0;468;NA;-1;2176
31;68;0;0;0;468;NA;-1;2177
68;31;0;0;0;468;NA;-1;2177
31;69;0;0;0;468;NA;-1;2178
69;31;0;0;0;468;NA;-1;2178
31;70;0;0;0;468;NA;-1;2179
70;31;0;0;0;468;NA;-1;2179
31;71;0;0;0;468;NA;-1;2180
71;31;0;0;0;468;NA;-1;2180
31;72;0;0;0;468;NA;-1;2181
72;31;0;0;0;468;NA;-1;2181
31;73;0;0;0;468;NA;-1;2182
73;31;0;0;0;468;NA;-1;2182
31;74;0;0;0;468;NA;-1;2183
74;31;0;0;0;468;NA;-1;2183
31;75;0;0;0;468;NA;-1;2184
75;31;0;0;0;468;NA;-1;2184
31;77;0;0;0;468;NA;-1;2185
77;31;0;0;0;468;NA;-1;2185
31;78;0;0;0;468;NA;-1;2186
78;31;0;0;0;468;NA;-1;2186
31;79;0;0;0;468;NA;-1;2187
79;31;0;0;0;468;NA;-1;2187
31;80;0;0;0;468;NA;-1;2188
80;31;0;0;0;468;NA;-1;2188
31;81;0;0;0;468;NA;-1;2189
81;31;0;0;0;468;NA;-1;2189
31;82;0;0;0;468;NA;-1;2190
82;31;0;0;0;468;NA;-1;2190
31;84;0;0;0;468;NA;-1;2191
84;31;0;0;0;468;NA;-1;2191
31;85;0;0;0;468;NA;-1;2192
85;31;0;0;0;468;NA;-1;2192
31;86;0;0;0;468;NA;-1;2193
86;31;0;0;0;468;NA;-1;2193
31;87;0;0;0;468;NA;-1;2194
87;31;0;0;0;468;NA;-1;2194
31;88;0;0;0;468;NA;-1;2195
88;31;0;0;0;468;NA;-1;2195
31;90;0;0;0;468;NA;-1;2196
90;31;0;0;0;468;NA;-1;2196
31;91;0;0;0;468;NA;-1;2197
91;31;0;0;0;468;NA;-1;2197
31;92;0;0;0;468;NA;-1;2198
92;31;0;0;0;468;NA;-1;2198
31;93;0;0;0;468;NA;-1;2199
93;31;0;0;0;468;NA;-1;2199
31;94;0;0;0;468;NA;-1;2200
94;31;0;0;0;468;NA;-1;2200
31;95;0;0;0;468;NA;-1;2201
95;31;0;0;0;468;NA;-1;2201
31;96;0;0;0;468;NA;-1;2202
96;31;0;0;0;468;NA;-1;2202
31;97;0;0;0;468;NA;-1;2203
97;31;0;0;0;468;NA;-1;2203
31;98;0;0;0;468;NA;-1;2204
98;31;0;0;0;468;NA;-1;2204
31;99;0;0;0;468;NA;-1;2205
99;31;0;0;0;468;NA;-1;2205
32;32;0;7;14;468;0;-0.5;2206
32;33;0;7;0;468;NA;-1;2207
33;32;0;0;14;468;NA;-1;2207
32;35;0;7;0;468;NA;-1;2208
35;32;0;0;14;468;NA;-1;2208
32;36;0;7;0;468;NA;-1;2209
36;32;0;0;14;468;NA;-1;2209
32;37;0;7;0;468;NA;-1;2210
37;32;0;0;14;468;NA;-1;2210
32;38;0;7;0;468;NA;-1;2211
38;32;0;0;14;468;NA;-1;2211
32;39;0;7;0;468;NA;-1;2212
39;32;0;0;14;468;NA;-1;2212
32;41;0;7;0;468;NA;-1;2213
41;32;0;0;14;468;NA;-1;2213
32;42;0;7;0;468;NA;-1;2214
42;32;0;0;14;468;NA;-1;2214
32;43;0;7;8;468;0;-1;2215
43;32;0;0;14;468;NA;-1;2215
32;45;0;7;0;468;NA;-1;2216
45;32;0;0;14;468;NA;-1;2216
32;46;0;7;0;468;NA;-1;2217
46;32;0;0;14;468;NA;-1;2217
32;47;0;7;0;468;NA;-1;2218
47;32;0;0;14;468;NA;-1;2218
32;49;0;7;0;468;NA;-1;2219
49;32;0;0;14;468;NA;-1;2219
32;50;0;7;0;468;NA;-1;2220
50;32;0;0;14;468;NA;-1;2220
32;51;0;7;0;468;NA;-1;2221
51;32;0;0;14;468;NA;-1;2221
32;52;0;7;0;468;NA;-1;2222
52;32;0;0;14;468;NA;-1;2222
32;53;0;7;0;468;NA;-1;2223
53;32;0;0;14;468;NA;-1;2223
32;55;0;7;0;468;NA;-1;2224
55;32;0;0;14;468;NA;-1;2224
32;56;0;7;0;468;NA;-1;2225
56;32;0;0;14;468;NA;-1;2225
32;58;0;7;0;468;NA;-1;2226
58;32;0;0;14;468;NA;-1;2226
32;59;0;7;0;468;NA;-1;2227
59;32;0;0;14;468;NA;-1;2227
32;60;0;7;0;468;NA;-1;2228
60;32;0;0;14;468;NA;-1;2228
32;61;0;7;0;468;NA;-1;2229
61;32;0;0;14;468;NA;-1;2229
32;62;0;7;0;468;NA;-1;2230
62;32;0;0;14;468;NA;-1;2230
32;63;0;7;0;468;NA;-1;2231
63;32;0;0;14;468;NA;-1;2231
32;64;0;7;0;468;NA;-1;2232
64;32;0;0;14;468;NA;-1;2232
32;65;0;7;0;468;NA;-1;2233
65;32;0;0;14;468;NA;-1;2233
32;66;0;7;0;468;NA;-1;2234
66;32;0;0;14;468;NA;-1;2234
32;68;0;7;0;468;NA;-1;2235
68;32;0;0;14;468;NA;-1;2235
32;69;0;7;0;468;NA;-1;2236
69;32;0;0;14;468;NA;-1;2236
32;70;0;7;0;468;NA;-1;2237
70;32;0;0;14;468;NA;-1;2237
32;71;0;7;0;468;NA;-1;2238
71;32;0;0;14;468;NA;-1;2238
32;72;0;7;0;468;NA;-1;2239
72;32;0;0;14;468;NA;-1;2239
32;73;0;7;0;468;NA;-1;2240
73;32;0;0;14;468;NA;-1;2240
32;74;0;7;0;468;NA;-1;2241
74;32;0;0;14;468;NA;-1;2241
32;75;0;7;0;468;NA;-1;2242
75;32;0;0;14;468;NA;-1;2242
32;77;0;7;0;468;NA;-1;2243
77;32;0;0;14;468;NA;-1;2243
32;78;0;7;0;468;NA;-1;2244
78;32;0;0;14;468;NA;-1;2244
32;79;0;7;0;468;NA;-1;2245
79;32;0;0;14;468;NA;-1;2245
32;80;0;7;0;468;NA;-1;2246
80;32;0;0;14;468;NA;-1;2246
32;81;0;7;0;468;NA;-1;2247
81;32;0;0;14;468;NA;-1;2247
32;82;0;7;0;468;NA;-1;2248
82;32;0;0;14;468;NA;-1;2248
32;84;0;7;0;468;NA;-1;2249
84;32;0;0;14;468;NA;-1;2249
32;85;0;7;0;468;NA;-1;2250
85;32;0;0;14;468;NA;-1;2250
32;86;0;7;0;468;NA;-1;2251
86;32;0;0;14;468;NA;-1;2251
32;87;0;7;0;468;NA;-1;2252
87;32;0;0;14;468;NA;-1;2252
32;88;0;7;0;468;NA;-1;2253
88;32;0;0;14;468;NA;-1;2253
32;90;0;7;0;468;NA;-1;2254
90;32;0;0;14;468;NA;-1;2254
32;91;0;7;0;468;NA;-1;2255
91;32;0;0;14;468;NA;-1;2255
32;92;0;7;0;468;NA;-1;2256
92;32;0;0;14;468;NA;-1;2256
32;93;0;7;0;468;NA;-1;2257
93;32;0;0;14;468;NA;-1;2257
32;94;0;7;0;468;NA;-1;2258
94;32;0;0;14;468;NA;-1;2258
32;95;0;7;0;468;NA;-1;2259
95;32;0;0;14;468;NA;-1;2259
32;96;0;7;0;468;NA;-1;2260
96;32;0;0;14;468;NA;-1;2260
32;97;0;7;0;468;NA;-1;2261
97;32;0;0;14;468;NA;-1;2261
32;98;0;7;0;468;NA;-1;2262
98;32;0;0;14;468;NA;-1;2262
32;99;0;7;0;468;NA;-1;2263
99;32;0;0;14;468;NA;-1;2263
33;33;0;0;0;468;NA;-0.5;2264
33;35;0;0;0;468;NA;-1;2265
35;33;0;0;0;468;NA;-1;2265
33;36;0;0;0;468;NA;-1;2266
36;33;0;0;0;468;NA;-1;2266
33;37;0;0;0;468;NA;-1;2267
37;33;0;0;0;468;NA;-1;2267
33;38;0;0;0;468;NA;-1;2268
38;33;0;0;0;468;NA;-1;2268
33;39;0;0;0;468;NA;-1;2269
39;33;0;0;0;468;NA;-1;2269
33;41;0;0;0;468;NA;-1;2270
41;33;0;0;0;468;NA;-1;2270
33;42;0;0;0;468;NA;-1;2271
42;33;0;0;0;468;NA;-1;2271
33;43;0;0;8;468;NA;-1;2272
43;33;0;0;0;468;NA;-1;2272
33;45;0;0;0;468;NA;-1;2273
45;33;0;0;0;468;NA;-1;2273
33;46;0;0;0;468;NA;-1;2274
46;33;0;0;0;468;NA;-1;2274
33;47;0;0;0;468;NA;-1;2275
47;33;0;0;0;468;NA;-1;2275
33;49;0;0;0;468;NA;-1;2276
49;33;0;0;0;468;NA;-1;2276
33;50;0;0;0;468;NA;-1;2277
50;33;0;0;0;468;NA;-1;2277
33;51;0;0;0;468;NA;-1;2278
51;33;0;0;0;468;NA;-1;2278
33;52;0;0;0;468;NA;-1;2279
52;33;0;0;0;468;NA;-1;2279
33;53;0;0;0;468;NA;-1;2280
53;33;0;0;0;468;NA;-1;2280
33;55;0;0;0;468;NA;-1;2281
55;33;0;0;0;468;NA;-1;2281
33;56;0;0;0;468;NA;-1;2282
56;33;0;0;0;468;NA;-1;2282
33;58;0;0;0;468;NA;-1;2283
58;33;0;0;0;468;NA;-1;2283
33;59;0;0;0;468;NA;-1;2284
59;33;0;0;0;468;NA;-1;2284
33;60;0;0;0;468;NA;-1;2285
60;33;0;0;0;468;NA;-1;2285
33;61;0;0;0;468;NA;-1;2286
61;33;0;0;0;468;NA;-1;2286
33;62;0;0;0;468;NA;-1;2287
62;33;0;0;0;468;NA;-1;2287
33;63;0;0;0;468;NA;-1;2288
63;33;0;0;0;468;NA;-1;2288
33;64;0;0;0;468;NA;-1;2289
64;33;0;0;0;468;NA;-1;2289
33;65;0;0;0;468;NA;-1;2290
65;33;0;0;0;468;NA;-1;2290
33;66;0;0;0;468;NA;-1;2291
66;33;0;0;0;468;NA;-1;2291
33;68;0;0;0;468;NA;-1;2292
68;33;0;0;0;468;NA;-1;2292
33;69;0;0;0;468;NA;-1;2293
69;33;0;0;0;468;NA;-1;2293
33;70;0;0;0;468;NA;-1;2294
70;33;0;0;0;468;NA;-1;2294
33;71;0;0;0;468;NA;-1;2295
71;33;0;0;0;468;NA;-1;2295
33;72;0;0;0;468;NA;-1;2296
72;33;0;0;0;468;NA;-1;2296
33;73;0;0;0;468;NA;-1;2297
73;33;0;0;0;468;NA;-1;2297
33;74;0;0;0;468;NA;-1;2298
74;33;0;0;0;468;NA;-1;2298
33;75;0;0;0;468;NA;-1;2299
75;33;0;0;0;468;NA;-1;2299
33;77;0;0;0;468;NA;-1;2300
77;33;0;0;0;468;NA;-1;2300
33;78;0;0;0;468;NA;-1;2301
78;33;0;0;0;468;NA;-1;2301
33;79;0;0;0;468;NA;-1;2302
79;33;0;0;0;468;NA;-1;2302
33;80;0;0;0;468;NA;-1;2303
80;33;0;0;0;468;NA;-1;2303
33;81;0;0;0;468;NA;-1;2304
81;33;0;0;0;468;NA;-1;2304
33;82;0;0;0;468;NA;-1;2305
82;33;0;0;0;468;NA;-1;2305
33;84;0;0;0;468;NA;-1;2306
84;33;0;0;0;468;NA;-1;2306
33;85;0;0;0;468;NA;-1;2307
85;33;0;0;0;468;NA;-1;2307
33;86;0;0;0;468;NA;-1;2308
86;33;0;0;0;468;NA;-1;2308
33;87;0;0;0;468;NA;-1;2309
87;33;0;0;0;468;NA;-1;2309
33;88;0;0;0;468;NA;-1;2310
88;33;0;0;0;468;NA;-1;2310
33;90;0;0;0;468;NA;-1;2311
90;33;0;0;0;468;NA;-1;2311
33;91;0;0;0;468;NA;-1;2312
91;33;0;0;0;468;NA;-1;2312
33;92;0;0;0;468;NA;-1;2313
92;33;0;0;0;468;NA;-1;2313
33;93;0;0;0;468;NA;-1;2314
93;33;0;0;0;468;NA;-1;2314
33;94;0;0;0;468;NA;-1;2315
94;33;0;0;0;468;NA;-1;2315
33;95;0;0;0;468;NA;-1;2316
95;33;0;0;0;468;NA;-1;2316
33;96;0;0;0;468;NA;-1;2317
96;33;0;0;0;468;NA;-1;2317
33;97;0;0;0;468;NA;-1;2318
97;33;0;0;0;468;NA;-1;2318
33;98;0;0;0;468;NA;-1;2319
98;33;0;0;0;468;NA;-1;2319
33;99;0;0;0;468;NA;-1;2320
99;33;0;0;0;468;NA;-1;2320
35;35;0;0;0;468;NA;-0.5;2321
35;36;0;0;0;468;NA;-1;2322
36;35;0;0;0;468;NA;-1;2322
35;37;0;0;0;468;NA;-1;2323
37;35;0;0;0;468;NA;-1;2323
35;38;0;0;0;468;NA;-1;2324
38;35;0;0;0;468;NA;-1;2324
35;39;0;0;0;468;NA;-1;2325
39;35;0;0;0;468;NA;-1;2325
35;41;0;0;0;468;NA;-1;2326
41;35;0;0;0;468;NA;-1;2326
35;42;0;0;0;468;NA;-1;2327
42;35;0;0;0;468;NA;-1;2327
35;43;0;0;8;468;NA;-1;2328
43;35;0;0;0;468;NA;-1;2328
35;45;0;0;0;468;NA;-1;2329
45;35;0;0;0;468;NA;-1;2329
35;46;0;0;0;468;NA;-1;2330
46;35;0;0;0;468;NA;-1;2330
35;47;0;0;0;468;NA;-1;2331
47;35;0;0;0;468;NA;-1;2331
35;49;0;0;0;468;NA;-1;2332
49;35;0;0;0;468;NA;-1;2332
35;50;0;0;0;468;NA;-1;2333
50;35;0;0;0;468;NA;-1;2333
35;51;0;0;0;468;NA;-1;2334
51;35;0;0;0;468;NA;-1;2334
35;52;0;0;0;468;NA;-1;2335
52;35;0;0;0;468;NA;-1;2335
35;53;0;0;0;468;NA;-1;2336
53;35;0;0;0;468;NA;-1;2336
35;55;0;0;0;468;NA;-1;2337
55;35;0;0;0;468;NA;-1;2337
35;56;0;0;0;468;NA;-1;2338
56;35;0;0;0;468;NA;-1;2338
35;58;0;0;0;468;NA;-1;2339
58;35;0;0;0;468;NA;-1;2339
35;59;0;0;0;468;NA;-1;2340
59;35;0;0;0;468;NA;-1;2340
35;60;0;0;0;468;NA;-1;2341
60;35;0;0;0;468;NA;-1;2341
35;61;0;0;0;468;NA;-1;2342
61;35;0;0;0;468;NA;-1;2342
35;62;0;0;0;468;NA;-1;2343
62;35;0;0;0;468;NA;-1;2343
35;63;0;0;0;468;NA;-1;2344
63;35;0;0;0;468;NA;-1;2344
35;64;0;0;0;468;NA;-1;2345
64;35;0;0;0;468;NA;-1;2345
35;65;0;0;0;468;NA;-1;2346
65;35;0;0;0;468;NA;-1;2346
35;66;0;0;0;468;NA;-1;2347
66;35;0;0;0;468;NA;-1;2347
35;68;0;0;0;468;NA;-1;2348
68;35;0;0;0;468;NA;-1;2348
35;69;0;0;0;468;NA;-1;2349
69;35;0;0;0;468;NA;-1;2349
35;70;0;0;0;468;NA;-1;2350
70;35;0;0;0;468;NA;-1;2350
35;71;0;0;0;468;NA;-1;2351
71;35;0;0;0;468;NA;-1;2351
35;72;0;0;0;468;NA;-1;2352
72;35;0;0;0;468;NA;-1;2352
35;73;0;0;0;468;NA;-1;2353
73;35;0;0;0;468;NA;-1;2353
35;74;0;0;0;468;NA;-1;2354
74;35;0;0;0;468;NA;-1;2354
35;75;0;0;0;468;NA;-1;2355
75;35;0;0;0;468;NA;-1;2355
35;77;0;0;0;468;NA;-1;2356
77;35;0;0;0;468;NA;-1;2356
35;78;0;0;0;468;NA;-1;2357
78;35;0;0;0;468;NA;-1;2357
35;79;0;0;0;468;NA;-1;2358
79;35;0;0;0;468;NA;-1;2358
35;80;0;0;0;468;NA;-1;2359
80;35;0;0;0;468;NA;-1;2359
35;81;0;0;0;468;NA;-1;2360
81;35;0;0;0;468;NA;-1;2360
35;82;0;0;0;468;NA;-1;2361
82;35;0;0;0;468;NA;-1;2361
35;84;0;0;0;468;NA;-1;2362
84;35;0;0;0;468;NA;-1;2362
35;85;0;0;0;468;NA;-1;2363
85;35;0;0;0;468;NA;-1;2363
35;86;0;0;0;468;NA;-1;2364
86;35;0;0;0;468;NA;-1;2364
35;87;0;0;0;468;NA;-1;2365
87;35;0;0;0;468;NA;-1;2365
35;88;0;0;0;468;NA;-1;2366
88;35;0;0;0;468;NA;-1;2366
35;90;0;0;0;468;NA;-1;2367
90;35;0;0;0;468;NA;-1;2367
35;91;0;0;0;468;NA;-1;2368
91;35;0;0;0;468;NA;-1;2368
35;92;0;0;0;468;NA;-1;2369
92;35;0;0;0;468;NA;-1;2369
35;93;0;0;0;468;NA;-1;2370
93;35;0;0;0;468;NA;-1;2370
35;94;0;0;0;468;NA;-1;2371
94;35;0;0;0;468;NA;-1;2371
35;95;0;0;0;468;NA;-1;2372
95;35;0;0;0;468;NA;-1;2372
35;96;0;0;0;468;NA;-1;2373
96;35;0;0;0;468;NA;-1;2373
35;97;0;0;0;468;NA;-1;2374
97;35;0;0;0;468;NA;-1;2374
35;98;0;0;0;468;NA;-1;2375
98;35;0;0;0;468;NA;-1;2375
35;99;0;0;0;468;NA;-1;2376
99;35;0;0;0;468;NA;-1;2376
36;36;0;0;0;468;NA;-0.5;2377
36;37;0;0;0;468;NA;-1;2378
37;36;0;0;0;468;NA;-1;2378
36;38;0;0;0;468;NA;-1;2379
38;36;0;0;0;468;NA;-1;2379
36;39;0;0;0;468;NA;-1;2380
39;36;0;0;0;468;NA;-1;2380
36;41;0;0;0;468;NA;-1;2381
41;36;0;0;0;468;NA;-1;2381
36;42;0;0;0;468;NA;-1;2382
42;36;0;0;0;468;NA;-1;2382
36;43;0;0;8;468;NA;-1;2383
43;36;0;0;0;468;NA;-1;2383
36;45;0;0;0;468;NA;-1;2384
